chr_x	start_x	end_x	chr_y	start_y	end_y	loopID	Benign	Malignant
chr8	25580000	25600000	chr8	26070000	26100000	8502_8506	4	10
chr8	26120000	26140000	chr8	26310000	26340000	8507_8508	2	5
chr8	26670000	26720000	chr8	27070000	27100000	8510_8511	2	5
chr8	26670000	26720000	chr8	27190000	27220000	8510_8512	5	12
chr8	27310000	27330000	chr8	27420000	27480000	8514_8515	4	4
chr8	27310000	27330000	chr8	27580000	27620000	8514_8516	3	5
chr8	27420000	27480000	chr8	27580000	27620000	8515_8516	5	9
chr8	27580000	27620000	chr8	27730000	27770000	8516_8517	3	4
chr8	27850000	27880000	chr8	27980000	28010000	8518_8519	4	9
chr8	27850000	27880000	chr8	28310000	28340000	8518_8522	3	2
chr8	28060000	28090000	chr8	28310000	28340000	8520_8522	5	12
chr8	28060000	28090000	chr8	28410000	28440000	8520_8523	3	3
chr8	28590000	28630000	chr8	28720000	28750000	8525_8526	5	5
chr8	29130000	29150000	chr8	29990000	30060000	8530_8536	2	3
chr8	29340000	29360000	chr8	29990000	30060000	8533_8536	3	1
chr8	30200000	30240000	chr8	30550000	30610000	8540_8541	6	12
chr8	30660000	30680000	chr8	30800000	30820000	8542_8544	2	3
chr8	30910000	30940000	chr8	31170000	31190000	8545_8547	4	7
chr1	117500000	117550000	chr1	117740000	117770000	854_855	5	12
chr1	117500000	117550000	chr1	117880000	117910000	854_857	2	4
chr8	32540000	32580000	chr8	33090000	33130000	8552_8554	5	4
chr8	32540000	32580000	chr8	33320000	33360000	8552_8555	3	1
chr8	36850000	36880000	chr8	37120000	37190000	8568_8570	4	7
chr8	36850000	36880000	chr8	37690000	37740000	8568_8576	5	11
chr8	37080000	37100000	chr8	37690000	37740000	8569_8576	3	4
chr8	37120000	37190000	chr8	37690000	37740000	8570_8576	6	12
chr8	37290000	37330000	chr8	37690000	37740000	8572_8576	4	3
chr8	37360000	37400000	chr8	37690000	37740000	8573_8576	5	11
chr8	37520000	37550000	chr8	37690000	37740000	8574_8576	3	6
chr8	37770000	37790000	chr8	37910000	37930000	8577_8579	4	8
chr8	38170000	38210000	chr8	38380000	38430000	8581_8583	4	7
chr8	38170000	38210000	chr8	38700000	38730000	8581_8585	4	5
chr8	38380000	38430000	chr8	38700000	38730000	8583_8585	5	11
chr8	38830000	38860000	chr8	38960000	38980000	8586_8587	5	10
chr8	40010000	40050000	chr8	40180000	40210000	8592_8593	5	11
chr8	40010000	40050000	chr8	40980000	41020000	8592_8598	2	3
chr8	40230000	40270000	chr8	40980000	41020000	8594_8598	5	11
chr8	41690000	41710000	chr8	41820000	41840000	8602_8603	4	8
chr8	41690000	41710000	chr8	42130000	42150000	8602_8606	3	1
chr8	41940000	42000000	chr8	42130000	42150000	8604_8606	5	12
chr8	41940000	42000000	chr8	42350000	42440000	8604_8609	3	3
chr8	42160000	42190000	chr8	42300000	42340000	8607_8608	4	6
chr8	42160000	42190000	chr8	42350000	42440000	8607_8609	5	10
chr8	42350000	42440000	chr8	42670000	42680000	8609_8611	5	12
chr8	42350000	42440000	chr8	42790000	42820000	8609_8613	2	4
chr8	42690000	42700000	chr8	42790000	42820000	8612_8613	5	10
chr8	47200000	47210000	chr8	47710000	47770000	8616_8624	3	4
chr8	47260000	47330000	chr8	47710000	47770000	8617_8624	5	11
chr8	47490000	47530000	chr8	47710000	47770000	8621_8624	3	6
chr8	48130000	48180000	chr8	48300000	48330000	8629_8631	2	3
chr8	48130000	48180000	chr8	48900000	48950000	8629_8637	4	12
chr8	48300000	48330000	chr8	48900000	48950000	8631_8637	5	12
chr8	48510000	48560000	chr8	48900000	48950000	8633_8637	3	5
chr8	48640000	48680000	chr8	48900000	48950000	8635_8637	3	7
chr8	51840000	51860000	chr8	51990000	52030000	8643_8644	5	9
chr8	51990000	52030000	chr8	52390000	52420000	8644_8647	1	4
chr8	52100000	52130000	chr8	52390000	52420000	8645_8647	4	10
chr8	52560000	52600000	chr8	52920000	52980000	8649_8652	5	5
chr8	52730000	52750000	chr8	52920000	52980000	8651_8652	5	12
chr8	52920000	52980000	chr8	53710000	53740000	8652_8662	2	4
chr8	52920000	52980000	chr8	53790000	53830000	8652_8663	4	9
chr8	53840000	53880000	chr8	53980000	54020000	8664_8666	1	6
chr8	53840000	53880000	chr8	54140000	54190000	8664_8667	3	5
chr8	54140000	54190000	chr8	54420000	54440000	8667_8668	5	8
chr1	119730000	119760000	chr1	119920000	119940000	866_868	1	4
chr8	55790000	55820000	chr8	56010000	56040000	8670_8671	5	5
chr8	57400000	57430000	chr8	58350000	58410000	8681_8689	4	8
chr8	57560000	57590000	chr8	58350000	58410000	8683_8689	4	10
chr8	57980000	58020000	chr8	58350000	58410000	8685_8689	5	3
chr8	58710000	58740000	chr8	59910000	59930000	8691_8695	2	4
chr8	58800000	58830000	chr8	59910000	59930000	8692_8695	1	3
chr8	60030000	60070000	chr8	60380000	60400000	8696_8698	3	6
chr8	60230000	60250000	chr8	60380000	60400000	8697_8698	2	4
chr8	60410000	60440000	chr8	61010000	61040000	8699_8708	1	5
chr8	60410000	60440000	chr8	61080000	61110000	8699_8710	2	6
chr8	60660000	60680000	chr8	61010000	61040000	8704_8708	2	5
chr1	145840000	145880000	chr1	146000000	146030000	870_872	3	4
chr1	145890000	145930000	chr1	146000000	146030000	871_872	1	5
chr8	63380000	63410000	chr8	64380000	64430000	8723_8725	3	3
chr8	64560000	64590000	chr8	65550000	65580000	8726_8730	5	9
chr8	65820000	65840000	chr8	66020000	66040000	8733_8734	5	5
chr8	66050000	66070000	chr8	66170000	66190000	8735_8736	1	3
chr8	66050000	66070000	chr8	66410000	66430000	8735_8737	5	6
chr8	66440000	66470000	chr8	66600000	66620000	8738_8740	4	4
chr8	66660000	66700000	chr8	67030000	67070000	8741_8743	3	4
chr8	68560000	68590000	chr8	69610000	69630000	8749_8753	5	7
chr8	69650000	69690000	chr8	69930000	69960000	8754_8755	1	4
chr8	69650000	69690000	chr8	70080000	70110000	8754_8756	5	8
chr8	69930000	69960000	chr8	70080000	70110000	8755_8756	3	3
chr8	70130000	70170000	chr8	70390000	70410000	8757_8758	4	6
chr8	70130000	70170000	chr8	70520000	70550000	8757_8759	5	9
chr8	70830000	70850000	chr8	71780000	71840000	8764_8766	4	7
chr8	71780000	71840000	chr8	71970000	71990000	8766_8767	3	3
chr8	73290000	73320000	chr8	73490000	73510000	8774_8775	1	5
chr8	73290000	73320000	chr8	73640000	73660000	8774_8776	4	9
chr8	73670000	73690000	chr8	74040000	74070000	8777_8779	4	5
chr1	147470000	147520000	chr1	147620000	147660000	877_878	5	8
chr1	147470000	147520000	chr1	147880000	147900000	877_884	3	5
chr8	74080000	74100000	chr8	74320000	74350000	8780_8782	5	10
chr8	74360000	74390000	chr8	74840000	74880000	8783_8785	4	8
chr8	79680000	79690000	chr8	80000000	80040000	8801_8804	2	6
chr8	79760000	79780000	chr8	80000000	80040000	8803_8804	3	7
chr8	80060000	80090000	chr8	80220000	80280000	8805_8806	5	8
chr8	80060000	80090000	chr8	80570000	80650000	8805_8808	3	1
chr8	80220000	80280000	chr8	80570000	80650000	8806_8808	3	3
chr8	80570000	80650000	chr8	80970000	81020000	8808_8810	5	8
chr8	80570000	80650000	chr8	81220000	81250000	8808_8811	3	6
chr8	80670000	80710000	chr8	80970000	81020000	8809_8810	5	6
chr8	80970000	81020000	chr8	81220000	81250000	8810_8811	5	10
chr8	81260000	81290000	chr8	81620000	81650000	8812_8815	2	5
chr8	84630000	84660000	chr8	85020000	85050000	8820_8821	2	7
chr8	85290000	85320000	chr8	86020000	86060000	8822_8825	1	4
chr8	85440000	85460000	chr8	85960000	86010000	8823_8824	5	9
chr8	85440000	85460000	chr8	86020000	86060000	8823_8825	4	1
chr8	86110000	86140000	chr8	86340000	86370000	8826_8827	4	11
chr8	89980000	90030000	chr8	90560000	90590000	8838_8839	3	5
chr8	92050000	92100000	chr8	92800000	92830000	8842_8843	1	5
chr8	92050000	92100000	chr8	93110000	93150000	8842_8844	2	5
chr8	92050000	92100000	chr8	93350000	93380000	8842_8845	3	8
chr8	92050000	92100000	chr8	93440000	93470000	8842_8846	2	3
chr8	92050000	92100000	chr8	93620000	93650000	8842_8847	1	4
chr8	93680000	93720000	chr8	93950000	94010000	8848_8850	3	6
chr8	93810000	93840000	chr8	93950000	94010000	8849_8850	5	11
chr8	93950000	94010000	chr8	94330000	94370000	8850_8853	5	9
chr8	94060000	94090000	chr8	94330000	94370000	8852_8853	3	3
chr8	94800000	94850000	chr8	95020000	95070000	8855_8859	3	3
chr8	94800000	94850000	chr8	95230000	95260000	8855_8861	5	7
chr8	95020000	95070000	chr8	95230000	95260000	8859_8861	4	9
chr1	149930000	149970000	chr1	150040000	150080000	885_886	2	7
chr1	149930000	149970000	chr1	150150000	150200000	885_887	3	10
chr8	95280000	95320000	chr8	95740000	95770000	8862_8864	3	7
chr8	95880000	95900000	chr8	96160000	96170000	8865_8867	1	4
chr8	96320000	96350000	chr8	97150000	97200000	8869_8873	3	6
chr8	96320000	96350000	chr8	97540000	97570000	8869_8876	5	10
chr1	150040000	150080000	chr1	150150000	150200000	886_887	1	3
chr8	97720000	97750000	chr8	98020000	98070000	8878_8883	5	5
chr8	97850000	97890000	chr8	98020000	98070000	8881_8883	3	6
chr8	98160000	98180000	chr8	98450000	98490000	8885_8887	4	7
chr8	100140000	100190000	chr8	100500000	100550000	8899_8904	5	11
chr8	100210000	100270000	chr8	100500000	100550000	8900_8904	5	7
chr8	100560000	100580000	chr8	100810000	100870000	8905_8909	5	9
chr8	100810000	100870000	chr8	101280000	101350000	8909_8915	5	11
chr8	101280000	101350000	chr8	101610000	101650000	8915_8920	3	6
chr8	101280000	101350000	chr8	102180000	102250000	8915_8923	5	11
chr8	101610000	101650000	chr8	102180000	102250000	8920_8923	2	9
chr8	102260000	102310000	chr8	102800000	102840000	8924_8929	3	5
chr8	102630000	102660000	chr8	102800000	102840000	8928_8929	5	11
chr8	103070000	103100000	chr8	103360000	103390000	8932_8933	1	4
chr8	103760000	103810000	chr8	104110000	104150000	8935_8936	2	3
chr8	103760000	103810000	chr8	104420000	104450000	8935_8940	5	7
chr8	104480000	104520000	chr8	104750000	104820000	8941_8944	2	5
chr8	104750000	104820000	chr8	105750000	105790000	8944_8948	4	8
chr8	105900000	105940000	chr8	106580000	106600000	8950_8955	1	7
chr8	107050000	107080000	chr8	107490000	107540000	8959_8960	5	10
chr8	107050000	107080000	chr8	107770000	107790000	8959_8961	5	10
chr8	107490000	107540000	chr8	107770000	107790000	8960_8961	2	5
chr8	107800000	107830000	chr8	108680000	108720000	8962_8967	3	6
chr8	107890000	107920000	chr8	108060000	108090000	8963_8964	1	4
chr8	107890000	107920000	chr8	108680000	108720000	8963_8967	3	4
chr8	108890000	108920000	chr8	109300000	109330000	8968_8971	5	8
chr8	109340000	109370000	chr8	109530000	109570000	8972_8974	1	3
chr8	111430000	111460000	chr8	111780000	111810000	8982_8983	2	8
chr8	116770000	116800000	chr8	117030000	117050000	8998_9001	4	6
chr1	2190000	2220000	chr1	2380000	2400000	8_10	4	10
chr8	117850000	117880000	chr8	118100000	118150000	9006_9007	4	10
chr8	118730000	118770000	chr8	119050000	119080000	9009_9010	5	10
chr8	119260000	119270000	chr8	119420000	119440000	9011_9012	1	3
chr8	119850000	119880000	chr8	120070000	120090000	9016_9017	5	11
chr8	119850000	119880000	chr8	120410000	120430000	9016_9021	4	3
chr8	120100000	120140000	chr8	120410000	120430000	9018_9021	4	7
chr8	120440000	120470000	chr8	120920000	120950000	9022_9024	4	3
chr8	122660000	122690000	chr8	123140000	123170000	9041_9046	3	2
chr8	122740000	122780000	chr8	123020000	123040000	9043_9044	2	3
chr8	123460000	123500000	chr8	123680000	123780000	9048_9050	6	13
chr8	123680000	123780000	chr8	124400000	124440000	9050_9055	3	1
chr8	123790000	123830000	chr8	124400000	124440000	9051_9055	5	9
chr8	123910000	123940000	chr8	124400000	124440000	9053_9055	5	8
chr8	124020000	124050000	chr8	124400000	124440000	9054_9055	5	10
chr8	124580000	124610000	chr8	124920000	124970000	9056_9058	4	8
chr8	125100000	125150000	chr8	125420000	125450000	9059_9061	4	9
chr8	125100000	125150000	chr8	125630000	125670000	9059_9063	5	10
chr8	125420000	125450000	chr8	125630000	125670000	9061_9063	4	4
chr1	151290000	151310000	chr1	151400000	151450000	906_908	3	1
chr8	126830000	126880000	chr8	127710000	127770000	9070_9074	4	7
chr8	127710000	127770000	chr8	128630000	128680000	9074_9081	3	5
chr8	127710000	127770000	chr8	129670000	129690000	9074_9086	1	3
chr8	130110000	130140000	chr8	130650000	130690000	9091_9095	3	7
chr8	130150000	130190000	chr8	130650000	130690000	9092_9095	3	4
chr8	130200000	130230000	chr8	130650000	130690000	9093_9095	3	7
chr1	151550000	151600000	chr1	151810000	151840000	909_911	1	3
chr8	132860000	132890000	chr8	133190000	133240000	9106_9107	5	12
chr8	132860000	132890000	chr8	133430000	133470000	9106_9109	4	11
chr8	133190000	133240000	chr8	133430000	133470000	9107_9109	5	12
chr8	133270000	133300000	chr8	133430000	133470000	9108_9109	3	7
chr8	133560000	133590000	chr8	133870000	133890000	9112_9113	2	10
chr8	133560000	133590000	chr8	134660000	134710000	9112_9118	3	5
chr8	134460000	134490000	chr8	134660000	134710000	9117_9118	5	5
chr8	134660000	134710000	chr8	134850000	134890000	9118_9120	4	11
chr8	134900000	134930000	chr8	135430000	135480000	9121_9123	5	10
chr8	135430000	135480000	chr8	135800000	135840000	9123_9124	3	6
chr8	135430000	135480000	chr8	136700000	136730000	9123_9128	2	3
chr1	151890000	151930000	chr1	152000000	152030000	912_913	1	6
chr8	138160000	138180000	chr8	138670000	138700000	9130_9133	5	11
chr8	138750000	138780000	chr8	138920000	138950000	9134_9135	5	8
chr8	139000000	139040000	chr8	140380000	140430000	9136_9142	1	3
chr8	139390000	139420000	chr8	139620000	139660000	9137_9138	3	4
chr8	139390000	139420000	chr8	140380000	140430000	9137_9142	2	8
chr8	139690000	139730000	chr8	140090000	140170000	9139_9141	6	10
chr8	139690000	139730000	chr8	140380000	140430000	9139_9142	4	6
chr8	140460000	140490000	chr8	140630000	140640000	9143_9145	5	9
chr8	140810000	140850000	chr8	141050000	141090000	9147_9148	4	11
chr8	140810000	140850000	chr8	141160000	141200000	9147_9150	5	9
chr8	141050000	141090000	chr8	141160000	141200000	9148_9150	1	4
chr1	152040000	152070000	chr1	152440000	152470000	914_919	1	5
chr8	141160000	141200000	chr8	141320000	141360000	9150_9152	4	8
chr8	141470000	141510000	chr8	142440000	142480000	9153_9156	2	10
chr8	141710000	141740000	chr8	142440000	142480000	9154_9156	5	12
chr8	142770000	142800000	chr8	143000000	143060000	9159_9160	3	5
chr8	143370000	143390000	chr8	143520000	143540000	9161_9162	3	2
chr9	350000	390000	chr9	740000	800000	9172_9174	4	8
chr9	590000	630000	chr9	740000	800000	9173_9174	5	11
chr9	890000	900000	chr9	990000	1010000	9175_9176	1	5
chr1	152120000	152180000	chr1	152440000	152470000	917_919	1	7
chr9	2120000	2150000	chr9	2820000	2840000	9181_9184	4	5
chr9	2850000	2890000	chr9	3170000	3190000	9185_9186	4	9
chr9	2850000	2890000	chr9	4310000	4400000	9185_9194	3	5
chr9	3720000	3740000	chr9	4200000	4250000	9191_9193	4	4
chr9	3720000	3740000	chr9	4310000	4400000	9191_9194	4	11
chr9	4310000	4400000	chr9	4630000	4650000	9194_9196	4	4
chr9	4750000	4800000	chr9	4970000	5010000	9198_9199	3	8
chr9	4750000	4800000	chr9	5410000	5460000	9198_9201	2	5
chr9	4750000	4800000	chr9	5570000	5610000	9198_9202	1	5
chr1	10500000	10530000	chr1	10640000	10690000	91_92	5	9
chr1	10500000	10530000	chr1	10770000	10810000	91_93	2	6
chr1	10500000	10530000	chr1	10860000	10890000	91_95	4	12
chr1	10500000	10530000	chr1	10920000	10970000	91_97	3	8
chr9	5170000	5200000	chr9	5410000	5460000	9200_9201	1	3
chr9	5170000	5200000	chr9	5570000	5610000	9200_9202	2	5
chr9	5410000	5460000	chr9	5570000	5610000	9201_9202	1	3
chr9	5870000	5900000	chr9	6040000	6080000	9203_9204	1	3
chr9	5870000	5900000	chr9	6290000	6320000	9203_9206	1	3
chr9	6040000	6080000	chr9	6290000	6320000	9204_9206	5	10
chr9	6350000	6370000	chr9	6550000	6590000	9207_9208	3	9
chr9	12720000	12740000	chr9	12870000	12900000	9217_9218	4	10
chr9	13400000	13460000	chr9	14340000	14390000	9223_9231	5	11
chr9	13400000	13460000	chr9	14410000	14450000	9223_9232	3	3
chr1	153340000	153360000	chr1	153480000	153500000	922_923	5	9
chr1	153340000	153360000	chr1	153560000	153600000	922_925	1	4
chr9	17520000	17550000	chr9	17800000	17830000	9252_9256	1	3
chr9	17800000	17830000	chr9	18200000	18230000	9256_9259	5	11
chr9	17800000	17830000	chr9	18990000	19030000	9256_9264	3	2
chr9	18240000	18270000	chr9	18990000	19030000	9260_9264	5	10
chr9	18420000	18460000	chr9	18990000	19030000	9261_9264	4	5
chr9	19480000	19510000	chr9	19900000	19950000	9268_9269	1	8
chr9	19900000	19950000	chr9	20920000	20950000	9269_9273	4	4
chr9	19900000	19950000	chr9	21100000	21120000	9269_9275	4	4
chr9	20330000	20380000	chr9	20610000	20650000	9270_9271	3	4
chr9	20330000	20380000	chr9	20920000	20950000	9270_9273	5	7
chr9	21460000	21480000	chr9	21770000	21790000	9279_9280	1	6
chr1	153650000	153680000	chr1	153910000	154000000	927_930	3	3
chr9	21810000	21840000	chr9	21990000	22040000	9281_9283	3	6
chr9	21810000	21840000	chr9	22230000	22250000	9281_9286	5	8
chr9	22300000	22320000	chr9	22440000	22460000	9288_9289	1	6
chr9	27030000	27040000	chr9	27270000	27290000	9298_9299	4	7
chr1	153790000	153820000	chr1	153910000	154000000	929_930	5	14
chr9	27330000	27350000	chr9	27520000	27550000	9300_9301	5	11
chr9	32370000	32400000	chr9	32570000	32600000	9306_9308	5	10
chr9	32370000	32400000	chr9	32950000	32990000	9306_9311	2	7
chr9	32570000	32600000	chr9	32950000	32990000	9308_9311	5	10
chr9	33070000	33090000	chr9	33220000	33240000	9312_9313	5	6
chr9	34400000	34420000	chr9	34580000	34600000	9316_9317	1	4
chr9	35110000	35140000	chr9	35250000	35280000	9319_9320	3	3
chr9	35110000	35140000	chr9	35460000	35480000	9319_9322	3	4
chr9	36400000	36420000	chr9	36550000	36570000	9332_9333	3	4
chr9	37900000	37930000	chr9	38050000	38100000	9341_9342	5	7
chr9	37900000	37930000	chr9	38340000	38420000	9341_9346	5	8
chr9	38050000	38100000	chr9	38340000	38420000	9342_9346	3	5
chr9	68580000	68600000	chr9	68980000	69020000	9347_9353	5	12
chr9	69040000	69060000	chr9	69180000	69200000	9354_9355	5	12
chr9	69410000	69440000	chr9	69540000	69560000	9356_9357	3	8
chr9	69410000	69440000	chr9	69880000	69910000	9356_9358	4	7
chr9	69950000	69980000	chr9	70100000	70130000	9360_9361	3	9
chr9	70340000	70370000	chr9	70480000	70520000	9363_9365	2	7
chr9	70340000	70370000	chr9	70590000	70620000	9363_9366	4	8
chr9	70410000	70420000	chr9	70590000	70620000	9364_9366	1	3
chr9	70480000	70520000	chr9	70590000	70620000	9365_9366	2	3
chr9	70630000	70660000	chr9	70990000	71030000	9367_9370	4	7
chr9	70630000	70660000	chr9	71230000	71300000	9367_9371	5	9
chr9	70920000	70940000	chr9	71230000	71300000	9369_9371	3	10
chr9	71230000	71300000	chr9	71760000	71830000	9371_9375	1	4
chr9	71590000	71620000	chr9	71760000	71830000	9373_9375	2	5
chr9	71760000	71830000	chr9	71970000	72010000	9375_9377	2	5
chr9	72030000	72080000	chr9	72250000	72310000	9378_9379	5	10
chr9	72030000	72080000	chr9	72800000	72840000	9378_9386	2	7
chr9	72250000	72310000	chr9	72580000	72620000	9379_9382	5	11
chr9	72250000	72310000	chr9	72730000	72760000	9379_9384	1	4
chr9	72250000	72310000	chr9	72800000	72840000	9379_9386	5	12
chr9	72850000	72880000	chr9	73010000	73110000	9387_9388	7	13
chr9	73010000	73110000	chr9	73180000	73210000	9388_9389	1	4
chr9	74770000	74790000	chr9	74970000	75010000	9399_9400	5	8
chr9	74770000	74790000	chr9	75060000	75080000	9399_9402	3	5
chr1	154540000	154580000	chr1	154860000	154900000	939_941	3	5
chr9	75240000	75310000	chr9	75840000	75890000	9404_9406	4	7
chr9	75240000	75310000	chr9	76290000	76340000	9404_9407	3	3
chr9	75840000	75890000	chr9	76290000	76340000	9406_9407	4	5
chr9	76430000	76450000	chr9	76680000	76710000	9408_9409	4	6
chr1	154660000	154680000	chr1	154860000	154900000	940_941	5	8
chr9	76800000	76820000	chr9	76990000	77010000	9413_9414	2	7
chr9	76800000	76820000	chr9	77140000	77160000	9413_9415	2	3
chr9	77420000	77460000	chr9	77740000	77780000	9417_9418	5	8
chr9	77420000	77460000	chr9	78020000	78060000	9417_9421	2	4
chr9	81680000	81720000	chr9	81830000	81860000	9434_9435	2	6
chr9	83320000	83350000	chr9	83530000	83550000	9441_9442	4	6
chr9	83930000	83980000	chr9	84140000	84170000	9443_9444	3	3
chr9	83930000	83980000	chr9	84250000	84290000	9443_9445	5	11
chr9	84380000	84420000	chr9	85600000	85630000	9447_9458	5	6
chr9	84670000	84710000	chr9	84940000	84970000	9449_9450	2	7
chr9	86410000	86510000	chr9	86920000	86970000	9459_9463	5	3
chr9	86410000	86510000	chr9	87300000	87360000	9459_9467	7	14
chr9	86410000	86510000	chr9	87650000	87690000	9459_9469	4	4
chr9	86620000	86640000	chr9	87300000	87360000	9461_9467	3	2
chr9	86920000	86970000	chr9	87300000	87360000	9463_9467	4	4
chr9	87300000	87360000	chr9	87650000	87690000	9467_9469	5	9
chr9	88590000	88610000	chr9	88990000	89010000	9476_9479	5	9
