loop_chr_x	loop_start_x	loop_end_x	loop_chr_y	loop_start_y	loop_end_y	loop_anchor_ID_x	loop_anchor_ID_y	loop_loopID	loop_Loop_Type	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr22	33280000	33320000	chr22	33560000	33590000	17125	17127	17125_17127	shared	chr22	33302205	33302706	4.57	4.28	0.29	0.485	0.659
chr2	121520000	121550000	chr2	121700000	121730000	2356	2357	2356_2357	shared	chr2	121532984	121533485	4.75	4.54	0.22	0.485	0.659
chr7	35700000	35730000	chr7	35890000	35920000	7545	7546	7545_7546	shared	chr7	35716353	35716854	4.8	5.01	-0.21	0.485	0.659
chr2	68110000	68160000	chr2	68260000	68300000	2060	2061	2060_2061	shared	chr2	68157545	68158046	7.49	7.35	0.14	0.485	0.659
chr15	72750000	72810000	chr15	73060000	73100000	14065	14066	14065_14066	shared	chr15	72796932	72797433	6.87	6.69	0.18	0.486	0.659
chr15	72750000	72810000	chr15	73240000	73280000	14065	14067	14065_14067	shared	chr15	72796932	72797433	6.87	6.69	0.18	0.486	0.659
chr17	62960000	63010000	chr17	63380000	63450000	15290	15293	15290_15293	shared	chr17	62971254	62971755	4.56	4.79	-0.23	0.486	0.659
chr3	32010000	32030000	chr3	32140000	32150000	3249	3250	3249_3250	shared	chr3	32021507	32022008	4.78	4.52	0.27	0.486	0.659
chr11	126030000	126080000	chr11	126170000	126210000	11739	11740	11739_11740	shared	chr11	126074685	126075186	4.68	4.93	-0.25	0.486	0.659
chr17	72090000	72170000	chr17	72390000	72430000	15367	15371	15367_15371	shared	chr17	72151133	72151634	6.27	6.5	-0.23	0.486	0.659
chr17	72090000	72170000	chr17	72520000	72590000	15367	15374	15367_15374	shared	chr17	72151133	72151634	6.27	6.5	-0.23	0.486	0.659
chr16	31420000	31510000	chr16	31690000	31720000	14519	14522	14519_14522	shared	chr16	31451802	31452303	5.61	5.43	0.18	0.486	0.659
chr16	48340000	48380000	chr16	48520000	48550000	14539	14540	14539_14540	shared	chr16	48365733	48366234	7.24	7.1	0.14	0.486	0.66
chr16	48340000	48380000	chr16	48610000	48640000	14539	14541	14539_14541	shared	chr16	48365733	48366234	7.24	7.1	0.14	0.486	0.66
chr1	19330000	19400000	chr1	19630000	19690000	170	174	170_174	shared	chr1	19399386	19399887	4.74	4.51	0.23	0.487	0.66
chr14	75110000	75150000	chr14	75280000	75330000	13542	13543	13542_13543	shared	chr14	75139085	75139586	4.56	4.81	-0.25	0.487	0.66
chr14	75110000	75150000	chr14	75470000	75510000	13542	13545	13542_13545	shared	chr14	75139085	75139586	4.56	4.81	-0.25	0.487	0.66
chr2	18970000	19000000	chr2	19330000	19390000	1741	1744	1741_1744	shared	chr2	18970356	18970857	4.18	4.46	-0.29	0.487	0.66
chr19	2950000	2970000	chr19	3100000	3120000	15911	15912	15911_15912	shared	chr19	2955440	2955941	4.11	4.4	-0.3	0.487	0.66
chr14	22380000	22400000	chr14	22470000	22480000	13172	13173	13172_13173	shared	chr14	22383893	22384394	5.27	5.08	0.2	0.487	0.66
chr2	219140000	219180000	chr2	219280000	219340000	2866	2867	2866_2867	shared	chr2	219177340	219177841	7.63	7.78	-0.16	0.487	0.661
chr9	129110000	129180000	chr9	129470000	129500000	9827	9829	9827_9829	shared	chr9	129170161	129170662	5.17	5.34	-0.17	0.487	0.661
chr9	129110000	129180000	chr9	129590000	129630000	9827	9830	9827_9830	shared	chr9	129170161	129170662	5.17	5.34	-0.17	0.487	0.661
chr9	129110000	129180000	chr9	129760000	129790000	9827	9832	9827_9832	shared	chr9	129170161	129170662	5.17	5.34	-0.17	0.487	0.661
chr8	40010000	40050000	chr8	40180000	40210000	8592	8593	8592_8593	shared	chr8	40049298	40049799	4.42	4.64	-0.22	0.488	0.661
chr8	40010000	40050000	chr8	40980000	41020000	8592	8598	8592_8598	nonT2E-specific	chr8	40049298	40049799	4.42	4.64	-0.22	0.488	0.661
chr22	30890000	30970000	chr22	31080000	31160000	17103	17104	17103_17104	shared	chr22	30948087	30948588	4.56	4.82	-0.26	0.488	0.662
chr12	124340000	124380000	chr12	124740000	124800000	12693	12700	12693_12700	shared	chr12	124354657	124355158	5.26	4.98	0.27	0.489	0.662
chr14	75280000	75330000	chr14	75470000	75510000	13543	13545	13543_13545	shared	chr14	75292075	75292576	5.08	5.31	-0.23	0.489	0.662
chr14	75280000	75330000	chr14	75550000	75580000	13543	13546	13543_13546	shared	chr14	75292075	75292576	5.08	5.31	-0.23	0.489	0.662
chr15	45790000	45810000	chr15	46270000	46310000	13855	13857	13855_13857	T2E-specific	chr15	45802584	45803085	4.75	5.02	-0.27	0.489	0.662
chr4	118740000	118770000	chr4	118960000	118990000	4853	4855	4853_4855	shared	chr4	118756312	118756813	5.42	5.23	0.19	0.489	0.662
chr14	68300000	68320000	chr14	68780000	68850000	13487	13495	13487_13495	shared	chr14	68307337	68307838	6.47	6.64	-0.17	0.489	0.662
chr2	42940000	42990000	chr2	43220000	43290000	1886	1889	1886_1889	shared	chr2	42941696	42942197	4.55	4.28	0.27	0.489	0.662
chr2	42940000	42990000	chr2	43460000	43530000	1886	1892	1886_1892	shared	chr2	42941696	42942197	4.55	4.28	0.27	0.489	0.662
chr15	67850000	67880000	chr15	68040000	68060000	14020	14021	14020_14021	shared	chr15	67863362	67863863	6.81	6.67	0.14	0.489	0.662
chr15	67850000	67880000	chr15	68140000	68180000	14020	14023	14020_14023	shared	chr15	67863362	67863863	6.81	6.67	0.14	0.489	0.662
chr3	172020000	172060000	chr3	172310000	172360000	4132	4133	4132_4133	shared	chr3	172058762	172059654	4.83	5.13	-0.3	0.489	0.662
chr17	4160000	4220000	chr17	4400000	4420000	14827	14829	14827_14829	shared	chr17	4160956	4161457	4.92	4.72	0.2	0.489	0.662
chr1	33600000	33650000	chr1	34580000	34610000	312	321	312_321	shared	chr1	33642854	33643355	3.8	4.17	-0.37	0.49	0.662
chr1	33600000	33650000	chr1	34730000	34760000	312	322	312_322	shared	chr1	33642854	33643355	3.8	4.17	-0.37	0.49	0.662
chr10	77250000	77280000	chr10	77620000	77660000	10473	10478	10473_10478	shared	chr10	77255994	77256495	4.23	4.52	-0.29	0.49	0.662
chr15	74610000	74650000	chr15	74750000	74790000	14077	14079	14077_14079	shared	chr15	74637247	74637748	4.4	4.65	-0.25	0.49	0.662
chr15	74610000	74650000	chr15	74930000	74960000	14077	14081	14077_14081	shared	chr15	74637247	74637748	4.4	4.65	-0.25	0.49	0.662
chr3	183850000	183910000	chr3	184010000	184030000	4186	4187	4186_4187	shared	chr3	183892793	183893294	4.76	4.56	0.21	0.49	0.663
chr3	183850000	183910000	chr3	184230000	184290000	4186	4191	4186_4191	shared	chr3	183892793	183893294	4.76	4.56	0.21	0.49	0.663
chr14	75280000	75330000	chr14	75470000	75510000	13543	13545	13543_13545	shared	chr14	75303262	75303763	5.04	4.83	0.21	0.49	0.663
chr14	75280000	75330000	chr14	75550000	75580000	13543	13546	13543_13546	shared	chr14	75303262	75303763	5.04	4.83	0.21	0.49	0.663
chr3	112110000	112140000	chr3	112520000	112540000	3732	3734	3732_3734	shared	chr3	112132948	112133449	5.15	5.34	-0.19	0.49	0.663
chr4	26390000	26470000	chr4	26990000	27030000	4468	4471	4468_4471	shared	chr4	26412818	26413319	4.62	4.85	-0.23	0.49	0.663
chr12	104330000	104410000	chr12	104870000	104890000	12507	12511	12507_12511	shared	chr12	104381607	104382108	4.35	4.59	-0.24	0.49	0.663
chr12	104330000	104410000	chr12	105040000	105080000	12507	12513	12507_12513	shared	chr12	104381607	104382108	4.35	4.59	-0.24	0.49	0.663
chr9	119950000	119990000	chr9	120340000	120360000	9736	9737	9736_9737	shared	chr9	119963710	119964211	5.65	5.44	0.21	0.491	0.663
chr11	10920000	10960000	chr11	11750000	11820000	10947	10958	10947_10958	shared	chr11	10933092	10933593	4.91	5.11	-0.2	0.491	0.663
chr20	33440000	33480000	chr20	33650000	33680000	16463	16465	16463_16465	shared	chr20	33457130	33457631	4.48	4.82	-0.35	0.491	0.664
chr14	20310000	20340000	chr14	20600000	20630000	13162	13164	13162_13164	shared	chr14	20332742	20333243	7.33	7.46	-0.13	0.491	0.664
chr2	46620000	46670000	chr2	46870000	46930000	1915	1917	1915_1917	shared	chr2	46662557	46663058	5.67	5.5	0.17	0.491	0.664
chr11	10770000	10800000	chr11	11010000	11050000	10945	10948	10945_10948	shared	chr11	10794424	10794925	4.7	4.45	0.26	0.491	0.664
chr11	10770000	10800000	chr11	11750000	11820000	10945	10958	10945_10958	shared	chr11	10794424	10794925	4.7	4.45	0.26	0.491	0.664
chr22	33900000	33960000	chr22	34090000	34120000	17128	17129	17128_17129	shared	chr22	33938809	33939310	3.39	3.87	-0.48	0.492	0.665
chr5	146170000	146200000	chr5	146420000	146450000	5927	5930	5927_5930	nonT2E-specific	chr5	146182671	146183172	6.63	6.48	0.16	0.492	0.665
chr9	121680000	121710000	chr9	121980000	122010000	9751	9752	9751_9752	shared	chr9	121686998	121687499	5.2	4.96	0.24	0.492	0.665
chr17	77310000	77350000	chr17	77480000	77510000	15415	15417	15415_15417	shared	chr17	77320987	77321488	6.3	6.13	0.17	0.492	0.665
chr9	135070000	135100000	chr9	135320000	135360000	9879	9880	9879_9880	shared	chr9	135087318	135087819	6.09	5.84	0.25	0.493	0.665
chr9	135070000	135100000	chr9	135400000	135430000	9879	9881	9879_9881	shared	chr9	135087318	135087819	6.09	5.84	0.25	0.493	0.665
chr4	81000000	81090000	chr4	81340000	81370000	4675	4677	4675_4677	shared	chr4	81020714	81021215	4.54	4.27	0.27	0.493	0.665
chr8	48510000	48560000	chr8	48900000	48950000	8633	8637	8633_8637	shared	chr8	48524028	48524529	4.77	4.47	0.3	0.493	0.665
chr17	69320000	69350000	chr17	69490000	69530000	15341	15344	15341_15344	shared	chr17	69349957	69350458	4.21	3.88	0.33	0.493	0.665
chr11	9740000	9790000	chr11	9960000	9990000	10932	10934	10932_10934	shared	chr11	9740247	9740748	5.69	5.85	-0.16	0.493	0.665
chr11	9740000	9790000	chr11	10300000	10350000	10932	10936	10932_10936	shared	chr11	9740247	9740748	5.69	5.85	-0.16	0.493	0.665
chr14	60610000	60660000	chr14	61000000	61040000	13397	13400	13397_13400	shared	chr14	60645274	60645775	3.96	4.31	-0.35	0.493	0.665
chr14	60610000	60660000	chr14	61230000	61280000	13397	13404	13397_13404	shared	chr14	60645274	60645775	3.96	4.31	-0.35	0.493	0.665
chr10	96370000	96410000	chr10	96500000	96540000	10597	10598	10597_10598	shared	chr10	96384566	96385067	4.28	4.53	-0.25	0.493	0.665
chr17	400000	420000	chr17	680000	710000	14796	14797	14796_14797	shared	chr17	409587	410088	6.62	6.45	0.17	0.493	0.665
chr18	48650000	48710000	chr18	49030000	49050000	15734	15736	15734_15736	shared	chr18	48663039	48663540	5.31	5.54	-0.22	0.493	0.666
chr18	48650000	48710000	chr18	49400000	49450000	15734	15737	15734_15737	shared	chr18	48663039	48663540	5.31	5.54	-0.22	0.493	0.666
chr11	9850000	9880000	chr11	10300000	10350000	10933	10936	10933_10936	shared	chr11	9875397	9875898	5.06	4.88	0.18	0.493	0.666
chr15	89870000	89910000	chr15	90070000	90090000	14187	14188	14187_14188	shared	chr15	89909693	89910194	4.77	5.01	-0.24	0.494	0.666
chr1	88970000	89010000	chr1	89340000	89370000	695	697	695_697	shared	chr1	88990337	88990838	4.56	4.8	-0.25	0.494	0.666
chr1	88970000	89010000	chr1	89450000	89510000	695	698	695_698	shared	chr1	88990337	88990838	4.56	4.8	-0.25	0.494	0.666
chr1	20190000	20230000	chr1	20470000	20500000	181	183	181_183	shared	chr1	20212706	20213207	5.5	5.3	0.2	0.494	0.666
chr2	203470000	203510000	chr2	203790000	203830000	2766	2768	2766_2768	shared	chr2	203498772	203499273	3.93	4.28	-0.35	0.494	0.667
chr14	100620000	100690000	chr14	101610000	101660000	13708	13717	13708_13717	shared	chr14	100673209	100673710	6.07	5.88	0.18	0.494	0.667
chr10	109880000	109900000	chr10	110270000	110290000	10668	10671	10668_10671	shared	chr10	109893931	109894432	4.79	4.54	0.24	0.494	0.667
chr10	109880000	109900000	chr10	110110000	110150000	10668	10670	10668_10670	nonT2E-specific	chr10	109893931	109894432	4.79	4.54	0.24	0.494	0.667
chr3	156140000	156170000	chr3	156490000	156560000	4065	4067	4065_4067	shared	chr3	156149066	156149567	5.09	4.89	0.2	0.494	0.667
chr3	156140000	156170000	chr3	157060000	157160000	4065	4070	4065_4070	shared	chr3	156149066	156149567	5.09	4.89	0.2	0.494	0.667
chr5	134280000	134320000	chr5	134560000	134600000	5813	5816	5813_5816	shared	chr5	134298801	134299302	5.23	5.43	-0.2	0.495	0.667
chr10	44260000	44420000	chr10	44830000	44880000	10234	10241	10234_10241	shared	chr10	44386717	44387218	5.41	5.19	0.22	0.495	0.667
chr1	33600000	33650000	chr1	34580000	34610000	312	321	312_321	shared	chr1	33643559	33644060	4.33	4.6	-0.27	0.495	0.667
chr1	33600000	33650000	chr1	34730000	34760000	312	322	312_322	shared	chr1	33643559	33644060	4.33	4.6	-0.27	0.495	0.667
chr8	133190000	133240000	chr8	133430000	133470000	9107	9109	9107_9109	shared	chr8	133204801	133205302	4.85	4.61	0.24	0.495	0.667
chr16	84710000	84770000	chr16	84940000	84970000	14754	14755	14754_14755	shared	chr16	84719962	84720463	4.39	4.63	-0.24	0.495	0.667
chr1	12380000	12420000	chr1	12590000	12680000	112	114	112_114	shared	chr1	12407925	12408426	6.85	6.72	0.13	0.495	0.667
chr5	59150000	59220000	chr5	59360000	59410000	5403	5404	5403_5404	shared	chr5	59207771	59208272	3.89	4.2	-0.31	0.496	0.668
chr6	30810000	30840000	chr6	31070000	31100000	6448	6450	6448_6450	shared	chr6	30810639	30811140	4.33	4.57	-0.24	0.496	0.668
chr6	110480000	110540000	chr6	110660000	110690000	6879	6880	6879_6880	shared	chr6	110528907	110529408	6.88	7.04	-0.16	0.496	0.668
chr6	110480000	110540000	chr6	110910000	110990000	6879	6882	6879_6882	shared	chr6	110528907	110529408	6.88	7.04	-0.16	0.496	0.668
chr12	124340000	124380000	chr12	124740000	124800000	12693	12700	12693_12700	shared	chr12	124369185	124369686	7.6	7.48	0.12	0.496	0.668
chr1	94840000	94860000	chr1	95020000	95060000	733	734	733_734	shared	chr1	94854525	94855026	6.96	6.81	0.15	0.496	0.668
chr3	188920000	188980000	chr3	189130000	189160000	4245	4246	4245_4246	shared	chr3	188928091	188928592	5.05	4.81	0.25	0.496	0.668
chr12	122840000	122860000	chr12	122940000	123030000	12681	12682	12681_12682	shared	chr12	122842531	122843032	5.14	4.86	0.27	0.496	0.668
chr11	2410000	2440000	chr11	2520000	2560000	10874	10875	10874_10875	shared	chr11	2420427	2420928	5.96	5.76	0.2	0.496	0.668
chr11	2410000	2440000	chr11	2860000	2900000	10874	10878	10874_10878	shared	chr11	2420427	2420928	5.96	5.76	0.2	0.496	0.668
chr17	37210000	37280000	chr17	37360000	37400000	15097	15099	15097_15099	shared	chr17	37273635	37274136	6.46	6.63	-0.17	0.497	0.669
chr10	7070000	7130000	chr10	7390000	7440000	9952	9954	9952_9954	shared	chr10	7121627	7122128	5.09	4.86	0.22	0.497	0.669
chr22	17170000	17230000	chr22	17490000	17520000	16985	16987	16985_16987	shared	chr22	17229968	17230469	5.34	5.53	-0.19	0.497	0.669
chr4	173000000	173050000	chr4	173160000	173180000	5070	5071	5070_5071	shared	chr4	173036742	173037243	6.33	6.18	0.15	0.498	0.669
chr4	173000000	173050000	chr4	173240000	173300000	5070	5073	5070_5073	shared	chr4	173036742	173037243	6.33	6.18	0.15	0.498	0.669
chr4	173000000	173050000	chr4	173410000	173430000	5070	5075	5070_5075	shared	chr4	173036742	173037243	6.33	6.18	0.15	0.498	0.669
chr4	168700000	168720000	chr4	168890000	169040000	5059	5060	5059_5060	shared	chr4	168711400	168711901	5.63	5.43	0.2	0.498	0.669
chr2	102000000	102040000	chr2	102150000	102180000	2247	2248	2247_2248	shared	chr2	102033392	102033893	5.79	5.98	-0.19	0.498	0.669
chr2	102000000	102040000	chr2	102220000	102270000	2247	2250	2247_2250	shared	chr2	102033392	102033893	5.79	5.98	-0.19	0.498	0.669
chr10	71300000	71330000	chr10	71690000	71710000	10423	10427	10423_10427	shared	chr10	71314467	71314968	5.25	5.02	0.23	0.498	0.67
chr16	27150000	27210000	chr16	27350000	27380000	14479	14482	14479_14482	shared	chr16	27155150	27155651	4.31	4.58	-0.27	0.498	0.67
chr16	27150000	27210000	chr16	27440000	27460000	14479	14483	14479_14483	shared	chr16	27155150	27155651	4.31	4.58	-0.27	0.498	0.67
chr12	540000	590000	chr12	720000	760000	11807	11808	11807_11808	shared	chr12	546746	547247	5.5	5.28	0.22	0.498	0.67
chr12	540000	590000	chr12	800000	840000	11807	11810	11807_11810	shared	chr12	546746	547247	5.5	5.28	0.22	0.498	0.67
chr8	38380000	38430000	chr8	38700000	38730000	8583	8585	8583_8585	shared	chr8	38386289	38386790	7.8	7.66	0.14	0.499	0.67
chr3	172480000	172510000	chr3	172590000	172610000	4134	4135	4134_4135	shared	chr3	172510000	172510501	4.53	4.79	-0.25	0.499	0.67
chr13	75680000	75710000	chr13	76460000	76490000	13018	13020	13018_13020	shared	chr13	75693521	75694022	4.29	4.57	-0.28	0.499	0.67
chr2	226620000	226670000	chr2	226790000	226840000	2935	2938	2935_2938	shared	chr2	226657652	226658153	4.15	4.42	-0.27	0.499	0.67
chr13	48560000	48620000	chr13	48740000	48790000	12967	12968	12967_12968	shared	chr13	48572462	48572963	4.8	4.58	0.22	0.499	0.67
chr8	19860000	19890000	chr8	20110000	20140000	8450	8452	8450_8452	shared	chr8	19888153	19888654	5.74	5.98	-0.24	0.499	0.67
chr3	138580000	138610000	chr3	138900000	138960000	3930	3933	3930_3933	shared	chr3	138593836	138594337	7.81	7.7	0.11	0.499	0.671
chr12	440000	460000	chr12	540000	590000	11806	11807	11806_11807	shared	chr12	453236	453737	3.83	3.46	0.37	0.5	0.671
chr2	157760000	157790000	chr2	157990000	158040000	2487	2488	2487_2488	shared	chr2	157784480	157784981	6.37	6.21	0.16	0.5	0.671
chr5	91080000	91120000	chr5	91370000	91430000	5631	5634	5631_5634	shared	chr5	91111056	91111557	5.25	5.52	-0.27	0.5	0.671
chr9	71760000	71830000	chr9	71970000	72010000	9375	9377	9375_9377	shared	chr9	71791926	71792427	4.11	3.62	0.49	0.5	0.671
chr1	214320000	214370000	chr1	214580000	214620000	1378	1380	1378_1380	shared	chr1	214333167	214333668	5.41	5.63	-0.22	0.5	0.671
chr2	171560000	171620000	chr2	172090000	172130000	2571	2576	2571_2576	shared	chr2	171570105	171570606	4.71	4.44	0.27	0.5	0.671
chr10	98440000	98480000	chr10	99230000	99270000	10617	10623	10617_10623	shared	chr10	98467632	98468133	6.88	6.74	0.14	0.5	0.671
chr20	54630000	54690000	chr20	56150000	56190000	16695	16706	16695_16706	shared	chr20	54683115	54683616	4.47	4.73	-0.25	0.5	0.671
chr20	54630000	54690000	chr20	56320000	56350000	16695	16708	16695_16708	shared	chr20	54683115	54683616	4.47	4.73	-0.25	0.5	0.671
chr11	113990000	114080000	chr11	114160000	114200000	11618	11619	11618_11619	shared	chr11	114025079	114025580	4.57	4.8	-0.24	0.501	0.672
chr11	113990000	114080000	chr11	114230000	114270000	11618	11620	11618_11620	shared	chr11	114025079	114025580	4.57	4.8	-0.24	0.501	0.672
chr16	27150000	27210000	chr16	27350000	27380000	14479	14482	14479_14482	shared	chr16	27194160	27194661	6.09	6.34	-0.25	0.501	0.672
chr16	27150000	27210000	chr16	27440000	27460000	14479	14483	14479_14483	shared	chr16	27194160	27194661	6.09	6.34	-0.25	0.501	0.672
chr20	25050000	25080000	chr20	25390000	25410000	16433	16438	16433_16438	shared	chr20	25077550	25078051	4.92	5.12	-0.2	0.501	0.672
chr15	58200000	58270000	chr15	58750000	58770000	13926	13931	13926_13931	shared	chr15	58264606	58265107	4.89	5.18	-0.29	0.501	0.672
chr15	58200000	58270000	chr15	58840000	58870000	13926	13934	13926_13934	shared	chr15	58264606	58265107	4.89	5.18	-0.29	0.501	0.672
chr15	58200000	58270000	chr15	58900000	58930000	13926	13935	13926_13935	shared	chr15	58264606	58265107	4.89	5.18	-0.29	0.501	0.672
chr15	58200000	58270000	chr15	58940000	58990000	13926	13936	13926_13936	shared	chr15	58264606	58265107	4.89	5.18	-0.29	0.501	0.672
chr15	58200000	58270000	chr15	59480000	59540000	13926	13941	13926_13941	shared	chr15	58264606	58265107	4.89	5.18	-0.29	0.501	0.672
chr1	177910000	177970000	chr1	178270000	178320000	1150	1152	1150_1152	shared	chr1	177937098	177937599	3.89	4.25	-0.36	0.501	0.672
chr1	182380000	182450000	chr1	182760000	182800000	1187	1190	1187_1190	shared	chr1	182396447	182396948	5	5.21	-0.21	0.501	0.672
chr6	151000000	151030000	chr6	151320000	151350000	7186	7189	7186_7189	shared	chr6	151023092	151023593	4.83	4.64	0.19	0.501	0.672
chr16	72920000	72970000	chr16	73040000	73070000	14680	14681	14680_14681	shared	chr16	72947839	72948340	4.79	4.51	0.28	0.501	0.672
chr13	41640000	41690000	chr13	42030000	42060000	12900	12907	12900_12907	shared	chr13	41649589	41650090	4.56	4.28	0.28	0.501	0.672
chr13	41640000	41690000	chr13	42090000	42120000	12900	12908	12900_12908	shared	chr13	41649589	41650090	4.56	4.28	0.28	0.501	0.672
chr19	14140000	14180000	chr19	14360000	14370000	16000	16004	16000_16004	shared	chr19	14167230	14167731	5.48	5.23	0.25	0.501	0.672
chr20	51580000	51660000	chr20	51960000	51980000	16667	16670	16667_16670	shared	chr20	51614377	51614878	4.82	5.04	-0.21	0.501	0.672
chr20	51580000	51660000	chr20	52050000	52090000	16667	16672	16667_16672	shared	chr20	51614377	51614878	4.82	5.04	-0.21	0.501	0.672
chr17	82780000	82810000	chr17	82910000	82940000	15472	15473	15472_15473	shared	chr17	82804651	82805152	5.69	5.43	0.25	0.501	0.672
chr10	114290000	114310000	chr10	114420000	114480000	10707	10708	10707_10708	shared	chr10	114304301	114304802	5.69	5.53	0.17	0.501	0.672
chr17	29320000	29380000	chr17	29530000	29570000	15005	15006	15005_15006	shared	chr17	29376281	29376782	4.76	4.53	0.23	0.501	0.672
chr6	168140000	168190000	chr6	168330000	168360000	7291	7292	7291_7292	shared	chr6	168162482	168162983	5.92	5.75	0.17	0.501	0.672
chr2	231880000	231940000	chr2	232300000	232330000	2982	2986	2982_2986	shared	chr2	231925566	231926067	5.87	5.61	0.26	0.502	0.672
chr2	231880000	231940000	chr2	232400000	232430000	2982	2988	2982_2988	shared	chr2	231925566	231926067	5.87	5.61	0.26	0.502	0.672
chr2	231880000	231940000	chr2	232500000	232530000	2982	2989	2982_2989	shared	chr2	231925566	231926067	5.87	5.61	0.26	0.502	0.672
