anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr1	29180000	29250000	269	chr1	29181467	29181968	8.16	7.65	0.51	0.00491	0.0406
chr15	37090000	37140000	13810	chr15	37110601	37111102	6.29	5.42	0.87	0.00493	0.0407
chr8	80570000	80650000	8808	chr8	80638693	80639194	4.93	5.84	-0.91	0.00494	0.0408
chr9	81680000	81720000	9434	chr9	81719911	81720412	5.44	4.41	1.03	0.00494	0.0408
chr18	76390000	76410000	15873	chr18	76408463	76408964	4.83	3.68	1.15	0.00496	0.0408
chr1	239880000	239940000	1577	chr1	239896618	239897119	5.48	4.57	0.91	0.00496	0.0409
chr12	124420000	124460000	12695	chr12	124433915	124434416	5.21	4.28	0.93	0.00497	0.0409
chr13	108940000	108980000	13131	chr13	108955206	108955707	5.36	4.35	1.01	0.00497	0.0409
chr3	42520000	42550000	3340	chr3	42526996	42527497	4.98	3.77	1.21	0.00497	0.0409
chr17	66550000	66590000	15321	chr17	66578016	66578517	5.1	4	1.11	0.00498	0.0409
chr20	51580000	51660000	16667	chr20	51628416	51628917	5.3	4.39	0.91	0.00498	0.0409
chr9	36400000	36420000	9332	chr9	36406528	36407029	3.48	4.69	-1.21	0.00498	0.0409
chr11	69870000	69930000	11370	chr11	69891752	69892253	5.39	4.41	0.98	0.00498	0.0409
chr6	3430000	3510000	6189	chr6	3503973	3504474	4.59	5.4	-0.81	0.005	0.0411
chr22	23270000	23290000	17025	chr22	23282542	23283043	5.56	4.53	1.03	0.00502	0.0412
chr7	74010000	74040000	7814	chr7	74033416	74033917	5.66	4.84	0.83	0.00504	0.0413
chr3	130740000	130770000	3866	chr3	130758646	130759147	3.35	4.66	-1.31	0.00504	0.0413
chr7	152440000	152460000	8299	chr7	152455600	152456101	4.2	2.75	1.45	0.00505	0.0413
chr6	42900000	42930000	6554	chr6	42902201	42902702	5.44	6.48	-1.04	0.00505	0.0413
chr2	70130000	70160000	2080	chr2	70142125	70142626	7.87	7.26	0.61	0.00507	0.0414
chr12	32440000	32480000	12050	chr12	32456259	32456760	4.5	5.53	-1.03	0.00507	0.0414
chr2	174030000	174070000	2591	chr2	174037410	174037911	5.32	4.43	0.89	0.00507	0.0414
chr4	155770000	155820000	5007	chr4	155811721	155812222	4.21	2.78	1.42	0.00507	0.0414
chr15	74750000	74790000	14079	chr15	74763178	74763679	4.94	3.44	1.49	0.00507	0.0415
chr12	99030000	99070000	12455	chr12	99030080	99030581	5.49	4.57	0.92	0.00507	0.0415
chr3	45200000	45240000	3367	chr3	45210283	45210784	5.17	4.32	0.84	0.00508	0.0415
chr17	40540000	40560000	15123	chr17	40553408	40553909	6.06	5.2	0.86	0.00508	0.0415
chr20	32330000	32350000	16449	chr20	32347620	32348121	4.22	5.12	-0.9	0.00509	0.0415
chr18	57540000	57570000	15780	chr18	57561521	57562022	2.71	4.37	-1.66	0.00509	0.0415
chr2	235720000	235760000	3021	chr2	235729194	235729695	5.5	4.49	1.01	0.0051	0.0416
chr1	16180000	16200000	138	chr1	16181679	16182180	6.88	6.11	0.76	0.0051	0.0416
chr18	36080000	36100000	15683	chr18	36096632	36097133	4.85	5.72	-0.87	0.0051	0.0416
chr2	205900000	205950000	2780	chr2	205947961	205948462	3.91	4.96	-1.05	0.00511	0.0417
chr8	19340000	19420000	8444	chr8	19395608	19396109	5.12	6.08	-0.95	0.00511	0.0417
chr20	59020000	59100000	16734	chr20	59083852	59084353	4.59	3.1	1.49	0.00511	0.0417
chr2	210180000	210210000	2805	chr2	210202785	210203286	4.82	5.74	-0.92	0.00511	0.0417
chr11	12020000	12070000	10962	chr11	12065439	12065940	4.51	3	1.51	0.00512	0.0417
chrX	1570000	1600000	17294	chrX	1591723	1592224	7.9	7.24	0.67	0.00513	0.0418
chr17	68390000	68490000	15335	chr17	68391088	68391589	5.18	4.29	0.89	0.00513	0.0418
chr2	46620000	46670000	1915	chr2	46645682	46646183	5.29	4.36	0.94	0.00515	0.0419
chr10	59230000	59260000	10355	chr10	59236947	59237448	2.6	4.42	-1.82	0.00515	0.0419
chr19	3450000	3480000	15915	chr19	3459233	3459734	6.12	5.26	0.86	0.00516	0.042
chr16	27590000	27650000	14486	chr16	27637083	27637584	3.75	4.87	-1.12	0.00517	0.042
chr1	222780000	222810000	1434	chr1	222804921	222805422	3.86	4.87	-1.02	0.00517	0.042
chr12	118170000	118210000	12640	chr12	118193471	118193972	4.48	3.23	1.25	0.00517	0.042
chr11	86800000	86840000	11502	chr11	86800354	86800855	7.41	6.85	0.56	0.00517	0.042
chr7	70660000	70720000	7785	chr7	70710857	70711358	4.42	5.27	-0.85	0.00517	0.042
chr12	93100000	93170000	12406	chr12	93165415	93165916	6.25	6.97	-0.71	0.00517	0.042
chr5	127550000	127600000	5759	chr5	127556847	127557348	3.98	5.22	-1.24	0.00518	0.042
chr3	128300000	128330000	3845	chr3	128316425	128316926	4.42	5.24	-0.83	0.00518	0.0421
chr11	117790000	117850000	11651	chr11	117828799	117829300	5.95	5.11	0.84	0.00518	0.0421
chr10	132440000	132480000	10853	chr10	132469143	132469644	5.49	4.52	0.97	0.00521	0.0422
chr7	16890000	16920000	7412	chr7	16917206	16917707	4.57	5.38	-0.8	0.00521	0.0422
chr16	31850000	31880000	14524	chr16	31877935	31878436	5.68	4.88	0.8	0.00522	0.0423
chr13	110080000	110130000	13136	chr13	110113979	110114480	4.89	3.89	1.01	0.00522	0.0423
chr6	149410000	149480000	7173	chr6	149452251	149452752	5.12	4.22	0.9	0.00523	0.0423
chr2	233430000	233480000	2998	chr2	233469496	233469997	5.84	4.91	0.93	0.00523	0.0423
chr20	4070000	4120000	16279	chr20	4113945	4114446	5.1	4.17	0.93	0.00523	0.0423
chr14	71290000	71340000	13515	chr14	71320946	71321447	8.36	7.79	0.57	0.00524	0.0424
chr7	130880000	130910000	8183	chr7	130905775	130906276	5.63	4.55	1.08	0.00524	0.0424
chr2	219520000	219540000	2869	chr2	219522452	219522953	6.38	5.54	0.85	0.00525	0.0424
chr18	3440000	3470000	15506	chr18	3451338	3451839	8.24	7.8	0.43	0.00525	0.0424
chr6	139340000	139400000	7094	chr6	139374776	139375277	7.8	7.34	0.46	0.00526	0.0425
chr12	56750000	56780000	12215	chr12	56774767	56775268	3.19	4.5	-1.32	0.00526	0.0425
chr1	202700000	202730000	1274	chr1	202712998	202713499	5.33	4.52	0.81	0.00526	0.0425
chr20	45280000	45340000	16595	chr20	45293502	45294003	6.78	6.01	0.77	0.00527	0.0425
chr7	142840000	142880000	8261	chr7	142858982	142859483	3.14	4.6	-1.46	0.00527	0.0425
chr12	12620000	12720000	11912	chr12	12704081	12704582	4.69	5.46	-0.77	0.00527	0.0425
chr2	20660000	20690000	1753	chr2	20675470	20675971	5.52	4.58	0.94	0.00528	0.0426
chr2	64470000	64520000	2027	chr2	64485584	64486085	4.96	5.86	-0.9	0.0053	0.0427
chr17	39740000	39760000	15117	chr17	39754591	39755092	8.13	7.64	0.48	0.00531	0.0427
chr14	23610000	23660000	13185	chr14	23613129	23613630	3.53	4.88	-1.34	0.00531	0.0427
chr12	124340000	124380000	12693	chr12	124376443	124376944	5.43	4.55	0.88	0.00532	0.0427
chr16	81710000	81750000	14738	chr16	81713387	81713888	4.85	3.49	1.35	0.00532	0.0428
chr9	95090000	95160000	9534	chr9	95098368	95098869	5.6	4.61	0.99	0.00532	0.0428
chr15	98630000	98660000	14251	chr15	98650106	98650607	8.13	7.61	0.52	0.00533	0.0428
chr19	29700000	29780000	16062	chr19	29715041	29715542	8.13	7.51	0.61	0.00533	0.0428
chr16	31420000	31510000	14519	chr16	31459270	31459771	7.67	7.16	0.51	0.00534	0.0429
chr15	75010000	75050000	14083	chr15	75043458	75043959	5.85	5.05	0.8	0.00534	0.0429
chr6	150410000	150440000	7181	chr6	150419122	150419623	6.63	5.98	0.66	0.00535	0.0429
chr8	130650000	130690000	9095	chr8	130672686	130673187	5.49	4.72	0.77	0.00536	0.043
chr4	109990000	110070000	4813	chr4	110003342	110003843	3.5	4.86	-1.36	0.00538	0.043
chr2	71890000	71950000	2095	chr2	71934826	71935327	4.82	3.6	1.22	0.0054	0.0432
chr16	77670000	77690000	14710	chr16	77676849	77677350	4.22	5.09	-0.87	0.00541	0.0432
chr1	239880000	239940000	1577	chr1	239892879	239893380	5.07	4.08	0.99	0.00542	0.0433
chr13	50070000	50130000	12976	chr13	50081143	50081644	7.53	6.85	0.69	0.00542	0.0433
chr14	60160000	60190000	13389	chr14	60183926	60184427	5.56	6.22	-0.66	0.00544	0.0434
chr2	237580000	237610000	3039	chr2	237601652	237602153	5.36	4.51	0.85	0.00544	0.0434
chr11	126410000	126510000	11743	chr11	126431987	126432488	5.14	3.92	1.22	0.00544	0.0434
chr3	132320000	132340000	3883	chr3	132326349	132326850	4.95	5.92	-0.97	0.00545	0.0434
chr1	211940000	211970000	1354	chr1	211943504	211944005	5.85	3.85	2	0.00546	0.0435
chr8	132860000	132890000	9106	chr8	132881787	132882288	5.69	4.92	0.78	0.00546	0.0435
chr13	44410000	44510000	12930	chr13	44412533	44413034	5.27	4.44	0.83	0.00546	0.0435
chr4	79560000	79600000	4661	chr4	79578559	79579060	4.25	5.29	-1.03	0.00547	0.0435
chr15	71750000	71780000	14057	chr15	71757727	71758228	5.72	4.89	0.83	0.00547	0.0436
chr13	110810000	110830000	13141	chr13	110812237	110812738	6.82	6.06	0.77	0.00549	0.0437
chr10	30550000	30590000	10144	chr10	30589356	30589857	4.79	3.54	1.25	0.0055	0.0437
chr19	18440000	18480000	16039	chr19	18466865	18467366	5.71	4.82	0.89	0.0055	0.0437
chr4	184260000	184280000	5116	chr4	184265803	184266304	6.25	5.21	1.04	0.0055	0.0437
chr1	162020000	162080000	1019	chr1	162023513	162024014	6.98	6.26	0.71	0.00551	0.0438
chr4	113370000	113410000	4835	chr4	113394942	113395443	4.71	5.56	-0.84	0.00552	0.0438
chr2	120660000	120680000	2349	chr2	120670757	120671258	5.89	5.19	0.71	0.00553	0.0439
chr2	46620000	46670000	1915	chr2	46656193	46657193	6.04	5.28	0.76	0.00553	0.0439
chr3	54830000	54880000	3455	chr3	54855690	54856658	5.75	4.83	0.93	0.00555	0.044
chr9	70920000	70940000	9369	chr9	70924637	70925138	4.51	5.34	-0.83	0.00556	0.0441
chr15	75630000	75680000	14088	chr15	75667064	75667565	4.85	3.49	1.36	0.00556	0.0441
chr2	66420000	66470000	2045	chr2	66437870	66438371	6.08	5.28	0.8	0.00557	0.0441
chr20	58830000	58900000	16731	chr20	58892024	58892525	8.04	7.49	0.55	0.00559	0.0442
chr8	26310000	26340000	8508	chr8	26326967	26327468	5.5	6.18	-0.68	0.00561	0.0444
chr1	24820000	24870000	223	chr1	24853239	24853740	5.01	5.82	-0.82	0.00561	0.0444
chr14	67560000	67580000	13475	chr14	67566809	67567310	3.63	4.83	-1.2	0.00563	0.0445
chr5	96320000	96370000	5648	chr5	96344916	96345417	3.47	4.74	-1.27	0.00563	0.0445
chr1	42110000	42180000	391	chr1	42165084	42165585	5.65	4.86	0.79	0.00564	0.0445
chr9	98060000	98090000	9565	chr9	98068346	98068847	4.33	5.31	-0.99	0.00564	0.0445
chr22	45610000	45660000	17243	chr22	45639080	45639581	4.49	5.45	-0.96	0.00565	0.0445
chr10	125690000	125730000	10803	chr10	125693111	125693612	6.11	5.24	0.87	0.00566	0.0446
chr20	4070000	4120000	16279	chr20	4117433	4117934	4.79	3.5	1.29	0.00567	0.0447
chr14	37420000	37440000	13291	chr14	37439778	37440279	4.26	5.16	-0.9	0.00569	0.0448
chr3	156810000	156840000	4069	chr3	156813047	156813548	4.71	3.49	1.22	0.00569	0.0448
chr22	50230000	50270000	17289	chr22	50245222	50245723	7.43	6.66	0.78	0.00569	0.0448
chr11	10390000	10420000	10937	chr11	10409094	10409595	5.46	4.51	0.95	0.00569	0.0448
chr2	234490000	234520000	3007	chr2	234497204	234497705	7.02	6.23	0.79	0.00569	0.0448
chr11	130390000	130450000	11774	chr11	130408302	130408803	5.21	4.17	1.04	0.00569	0.0448
chr16	30970000	31010000	14512	chr16	30997166	30997667	6.6	5.78	0.82	0.0057	0.0448
chr8	17310000	17350000	8419	chr8	17321213	17321714	5.01	5.82	-0.8	0.00571	0.0449
chr5	108650000	108680000	5675	chr5	108661928	108662429	4.66	3.58	1.08	0.00573	0.045
chr2	121060000	121120000	2353	chr2	121075639	121076140	5.31	4.39	0.92	0.00573	0.045
chr10	17220000	17270000	10047	chr10	17229869	17230370	7.57	6.79	0.78	0.00573	0.045
chr12	3770000	3800000	11838	chr12	3797696	3798197	4.37	5.22	-0.85	0.00573	0.045
chr6	3240000	3310000	6186	chr6	3309935	3310436	6	5.04	0.96	0.00574	0.045
chr8	69930000	69960000	8755	chr8	69942560	69943061	5.29	6.06	-0.77	0.00574	0.045
chr1	7750000	7760000	60	chr1	7752517	7753018	4.82	5.66	-0.84	0.00574	0.045
chr1	38010000	38050000	353	chr1	38046344	38046845	5.65	4.45	1.2	0.00574	0.045
chr11	126410000	126510000	11743	chr11	126452467	126452968	5.31	4.11	1.2	0.00574	0.045
chr1	19330000	19400000	170	chr1	19386028	19386529	6.04	6.66	-0.63	0.00575	0.0451
chr18	6910000	6930000	15534	chr18	6924569	6925070	2.59	4.43	-1.84	0.00575	0.0451
chr19	6510000	6530000	15943	chr19	6515060	6515561	4.18	5.31	-1.13	0.00577	0.0452
chr2	177720000	177760000	2624	chr2	177757428	177757929	3.85	4.93	-1.09	0.00577	0.0452
chr13	44020000	44070000	12926	chr13	44051076	44051577	5.79	5.03	0.76	0.00578	0.0452
chr14	103790000	103810000	13737	chr14	103806805	103807306	4.21	5.11	-0.9	0.00578	0.0452
chr17	34970000	34990000	15072	chr17	34973916	34974417	4.65	5.62	-0.97	0.00579	0.0453
chr3	157060000	157160000	4070	chr3	157159806	157160307	8.26	7.82	0.45	0.0058	0.0453
chr4	123640000	123670000	4881	chr4	123648398	123648899	3.43	4.78	-1.35	0.0058	0.0453
chr5	147610000	147640000	5941	chr5	147635902	147636403	3.66	4.9	-1.23	0.00581	0.0453
chr12	56980000	57020000	12216	chr12	56986871	56987372	5.24	5.96	-0.72	0.00581	0.0454
chr2	64470000	64520000	2027	chr2	64504730	64505231	6.09	7.05	-0.96	0.00582	0.0454
chr12	121770000	121820000	12672	chr12	121788073	121788574	5.05	4.04	1.02	0.00584	0.0455
chr5	74020000	74060000	5527	chr5	74035613	74036114	4.9	3.81	1.08	0.00585	0.0456
chr11	121520000	121600000	11696	chr11	121575732	121576233	5.68	4.72	0.96	0.00586	0.0456
chr3	73470000	73530000	3622	chr3	73524179	73524680	4.68	5.79	-1.11	0.00586	0.0456
chr12	20360000	20390000	11974	chr12	20368962	20369463	6.4	5.63	0.78	0.00586	0.0456
chr6	158050000	158090000	7237	chr6	158071629	158072130	5.13	4.16	0.97	0.00587	0.0456
chr14	67880000	67950000	13481	chr14	67934601	67935102	4.96	5.72	-0.77	0.00587	0.0457
chr5	68230000	68270000	5489	chr5	68254176	68254677	3.84	4.82	-0.97	0.00587	0.0457
chr3	71040000	71070000	3590	chr3	71069060	71069561	4.42	5.34	-0.92	0.00587	0.0457
chr17	39140000	39170000	15111	chr17	39143808	39144309	5.7	4.78	0.92	0.00588	0.0457
chr15	80540000	80590000	14126	chr15	80584320	80584821	2.1	4.97	-2.87	0.00588	0.0457
chr17	80950000	80990000	15455	chr17	80979894	80980395	4.86	3.77	1.09	0.00588	0.0457
chr17	10300000	10340000	14887	chr17	10311504	10312005	5.04	3.67	1.37	0.00589	0.0457
chr7	45880000	45940000	7637	chr7	45920960	45921461	6.14	5.16	0.99	0.0059	0.0458
chr15	63880000	63910000	13981	chr15	63899099	63899600	5.28	4.32	0.96	0.00591	0.0458
chr5	73440000	73480000	5520	chr5	73451372	73451873	6.43	5.51	0.92	0.00591	0.0458
chr14	77050000	77080000	13555	chr14	77071810	77072311	5.72	4.99	0.74	0.00591	0.0459
chr20	57580000	57660000	16719	chr20	57580484	57580985	4.91	3.81	1.1	0.00592	0.0459
chr12	103860000	103890000	12503	chr12	103864266	103864767	3.93	4.96	-1.03	0.00592	0.0459
chr11	86430000	86470000	11499	chr11	86456502	86457003	5.69	4.79	0.89	0.00593	0.046
chr17	2020000	2090000	14811	chr17	2071092	2071593	6.5	5.73	0.77	0.00594	0.046
chr4	6710000	6730000	4353	chr4	6727129	6727630	5.61	4.69	0.92	0.00594	0.046
chr12	107120000	107150000	12534	chr12	107127157	107127658	3.56	4.91	-1.35	0.00595	0.046
chr16	31420000	31510000	14519	chr16	31472080	31472581	7.13	6.48	0.65	0.00595	0.0461
chr8	18900000	18930000	8437	chr8	18918805	18919306	5.64	6.4	-0.77	0.00595	0.0461
chr2	6900000	6920000	1655	chr2	6917922	6918423	8	7.37	0.63	0.00597	0.0461
chr12	5420000	5450000	11853	chr12	5439627	5440128	4.92	3.66	1.26	0.00597	0.0461
chr5	157460000	157490000	6004	chr5	157460034	157460535	6.76	5.84	0.92	0.00598	0.0462
chr22	45960000	46020000	17246	chr22	46013730	46014231	8.28	7.76	0.52	0.006	0.0463
chr18	32460000	32490000	15664	chr18	32470405	32470906	7.02	6.12	0.9	0.00601	0.0464
chr18	8360000	8410000	15550	chr18	8381779	8382280	4.09	5.05	-0.95	0.00604	0.0465
chr1	66220000	66270000	592	chr1	66247283	66247784	5.09	4.05	1.04	0.00605	0.0465
chr15	92890000	92950000	14213	chr15	92937546	92938047	4.7	5.51	-0.81	0.00605	0.0466
chr2	16740000	16800000	1724	chr2	16756538	16757039	5.39	4.47	0.92	0.00606	0.0466
chr1	94030000	94070000	726	chr1	94056567	94057068	5.71	4.77	0.93	0.00606	0.0466
chr10	29120000	29140000	10132	chr10	29126793	29127294	4.08	5.21	-1.12	0.00606	0.0466
chr6	110910000	110990000	6882	chr6	110936747	110937248	3.43	4.73	-1.3	0.00609	0.0467
chr1	59050000	59090000	536	chr1	59076324	59076825	4.22	5.27	-1.05	0.00609	0.0467
chr9	93540000	93580000	9523	chr9	93549694	93550195	4.38	5.24	-0.86	0.00609	0.0468
chr16	69280000	69300000	14662	chr16	69291047	69291548	3.06	4.4	-1.34	0.00609	0.0468
chr2	172920000	172950000	2581	chr2	172927845	172928346	6.16	6.96	-0.8	0.00609	0.0468
chr6	1300000	1450000	6163	chr6	1394631	1395132	2.89	4.67	-1.78	0.00609	0.0468
chr1	23170000	23210000	212	chr1	23177613	23178114	7.58	7.04	0.55	0.00609	0.0468
chr12	106120000	106180000	12525	chr12	106121936	106122437	5.06	4.08	0.98	0.0061	0.0468
chr13	27510000	27550000	12782	chr13	27533247	27533748	5.43	4.53	0.9	0.0061	0.0468
chr5	181160000	181180000	6151	chr5	181161142	181161643	5.38	4.51	0.87	0.0061	0.0468
chr22	30230000	30280000	17096	chr22	30253322	30253823	5.85	4.91	0.94	0.0061	0.0468
chr6	46830000	46860000	6590	chr6	46849986	46850487	4.94	3.81	1.12	0.00611	0.0468
chr21	33430000	33460000	16871	chr21	33433878	33434379	5.3	4.25	1.05	0.00611	0.0468
chr6	17780000	17860000	6338	chr6	17851860	17852361	4.17	5.13	-0.96	0.00611	0.0468
chr17	72390000	72430000	15371	chr17	72421244	72421745	6.52	5.8	0.73	0.00612	0.0469
chr11	112270000	112310000	11606	chr11	112270620	112271121	2.16	4.22	-2.06	0.00613	0.0469
chr4	94400000	94430000	4764	chr4	94406932	94407433	4.63	5.53	-0.9	0.00615	0.047
chr6	16740000	16800000	6329	chr6	16767006	16767507	5.56	4.7	0.86	0.00615	0.047
chr3	156660000	156700000	4068	chr3	156679378	156679879	4.57	5.43	-0.86	0.00616	0.0471
chr3	194570000	194610000	4293	chr3	194571773	194572274	5.38	4.41	0.96	0.00616	0.0471
chr6	46830000	46860000	6590	chr6	46848895	46849396	6.04	5.41	0.63	0.00617	0.0471
chr17	66210000	66280000	15320	chr17	66272521	66273022	4.36	2.89	1.47	0.00619	0.0472
chr2	48290000	48330000	1929	chr2	48306487	48306988	4.23	5.18	-0.96	0.00619	0.0472
chr17	8970000	9020000	14875	chr17	9002955	9003456	6.11	5.02	1.09	0.00619	0.0472
chr2	45630000	45670000	1904	chr2	45650485	45650986	8	7.46	0.54	0.00619	0.0472
chr8	80060000	80090000	8805	chr8	80070773	80071274	4.48	5.37	-0.9	0.0062	0.0473
chr14	56110000	56140000	13359	chr14	56118531	56119032	7.72	6.95	0.77	0.00621	0.0473
chr1	58720000	58810000	534	chr1	58799731	58800232	4.03	5.16	-1.13	0.00621	0.0473
chr22	45250000	45290000	17238	chr22	45263960	45264461	5.78	5	0.77	0.00621	0.0473
chr11	128280000	128310000	11755	chr11	128290350	128290851	6.23	5.47	0.76	0.00622	0.0473
chr20	31820000	31850000	16443	chr20	31840910	31841411	5.55	4.58	0.96	0.00622	0.0473
chr6	47090000	47110000	6593	chr6	47093414	47093915	5.04	4	1.03	0.00622	0.0473
chr8	37120000	37190000	8570	chr8	37142893	37143394	4.68	3.4	1.28	0.00626	0.0476
chr9	77140000	77160000	9415	chr9	77156442	77156943	5.25	4	1.25	0.00626	0.0476
chr12	32440000	32480000	12050	chr12	32461541	32462042	3.97	4.94	-0.97	0.00627	0.0476
chr13	99420000	99450000	13087	chr13	99432376	99433286	5.99	5.2	0.79	0.00627	0.0476
chr20	5080000	5110000	16288	chr20	5100826	5101327	4.38	5.19	-0.81	0.00627	0.0476
chr16	30610000	30650000	14507	chr16	30609864	30610365	8.22	7.75	0.47	0.00627	0.0476
chr8	6560000	6600000	8364	chr8	6585198	6585699	5.16	4.21	0.95	0.00628	0.0477
chr21	42580000	42610000	16956	chr21	42590620	42591121	5.29	4.1	1.2	0.00628	0.0477
chr4	79560000	79600000	4661	chr4	79579733	79580234	3.6	4.74	-1.14	0.00628	0.0477
chr7	36110000	36170000	7549	chr7	36136081	36136582	5.37	4.22	1.15	0.00628	0.0477
chr7	131050000	131110000	8185	chr7	131059559	131060060	4.49	3.28	1.21	0.00632	0.0479
chr6	13780000	13810000	6294	chr6	13796227	13796728	4.34	5.23	-0.89	0.00632	0.0479
chr3	143770000	143800000	3972	chr3	143775554	143776055	4.3	5.17	-0.87	0.00632	0.0479
chr8	37120000	37190000	8570	chr8	37147747	37148248	4.47	3.09	1.38	0.00633	0.0479
chr19	38390000	38420000	16141	chr19	38389955	38390456	5.35	4.39	0.96	0.00634	0.048
chr12	52850000	52900000	12178	chr12	52872778	52873279	5.4	4.18	1.22	0.00634	0.048
chr5	141920000	141970000	5895	chr5	141960038	141960539	5.09	4.16	0.93	0.00634	0.048
chr20	45800000	45820000	16605	chr20	45817228	45817729	5.23	4.34	0.89	0.00635	0.048
chr7	131300000	131320000	8186	chr7	131305090	131305591	5.17	5.96	-0.79	0.00635	0.048
chr16	23310000	23320000	14429	chr16	23317321	23317822	5.86	4.9	0.97	0.00636	0.0481
chr3	54830000	54880000	3455	chr3	54854112	54854613	5.03	4.03	0.99	0.00638	0.0481
chr10	67860000	67890000	10395	chr10	67884627	67885128	7.65	7.06	0.59	0.00639	0.0482
chr7	44210000	44260000	7624	chr7	44258950	44259451	5.5	4.5	0.99	0.00639	0.0482
chr14	24420000	24440000	13193	chr14	24429822	24430323	8.08	7.54	0.54	0.00639	0.0482
chr9	133710000	133730000	9871	chr9	133712453	133712954	4.89	2.45	2.45	0.0064	0.0482
chr17	74460000	74490000	15389	chr17	74468225	74468726	4.99	4.04	0.95	0.0064	0.0482
chr2	42820000	42860000	1885	chr2	42827726	42828227	6.41	5.66	0.75	0.00641	0.0483
chr12	70570000	70600000	12295	chr12	70576240	70576741	4.91	3.9	1	0.00641	0.0483
chr2	46870000	46930000	1917	chr2	46915544	46916045	7.91	7.31	0.59	0.00643	0.0484
chr3	13080000	13100000	3150	chr3	13092477	13092978	6.56	5.85	0.71	0.00643	0.0484
chr4	108010000	108050000	4804	chr4	108045527	108046028	5.39	4.44	0.95	0.00644	0.0484
chr3	188150000	188220000	4230	chr3	188204379	188204880	4.47	5.44	-0.97	0.00644	0.0484
chr18	44660000	44690000	15712	chr18	44680218	44680719	7.49	6.77	0.72	0.00645	0.0485
chr1	100450000	100480000	755	chr1	100475700	100476201	4.05	4.94	-0.89	0.00645	0.0485
chr1	235410000	235450000	1545	chr1	235411455	235411956	4.44	5.22	-0.78	0.00647	0.0486
chr21	33150000	33220000	16869	chr21	33215964	33216465	5.04	3.77	1.26	0.00648	0.0486
chr11	93530000	93560000	11522	chr11	93542599	93543100	8.07	7.53	0.54	0.00648	0.0486
chr8	52390000	52420000	8647	chr8	52402582	52403083	3.53	4.73	-1.2	0.00648	0.0486
chr20	47760000	47800000	16627	chr20	47768507	47769008	4.93	3.85	1.08	0.00649	0.0487
chr19	13850000	13900000	15997	chr19	13865793	13866294	7.18	6.42	0.77	0.0065	0.0487
chr6	158050000	158090000	7237	chr6	158057433	158057934	5.88	5.18	0.7	0.00651	0.0488
chr21	41600000	41630000	16942	chr21	41621537	41622038	4.66	3.26	1.4	0.00651	0.0488
chr1	234850000	234920000	1538	chr1	234908400	234908901	5.8	5.1	0.69	0.00652	0.0488
chr20	8120000	8150000	16306	chr20	8126542	8127043	3.98	5.17	-1.18	0.00652	0.0488
chr9	84670000	84710000	9449	chr9	84669818	84670319	5.83	4.94	0.9	0.00652	0.0488
chr6	138410000	138440000	7085	chr6	138422272	138422773	4.38	3.06	1.33	0.00652	0.0488
chr10	35610000	35660000	10194	chr10	35640252	35640753	6.27	5.36	0.91	0.00654	0.0488
