chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr1	93586439	93586940	501	*	4.65	4.69	4.6	0.09	0.752	0.859	95657
chr5	96338814	96339315	501	*	5.82	5.77	5.87	-0.1	0.752	0.859	95659
chr8	42303416	42303917	501	*	3.94	3.87	4.02	-0.16	0.752	0.859	95663
chr7	155808802	155809303	501	*	6.65	6.57	6.74	-0.18	0.752	0.859	95666
chr19	5585593	5586094	501	*	5.14	5.2	5.05	0.15	0.752	0.859	95667
chr16	13936456	13936957	501	*	5.51	5.55	5.47	0.08	0.752	0.859	95677
chr21	38811695	38812196	501	*	3.66	3.76	3.54	0.22	0.752	0.859	95682
chr1	46183014	46183515	501	*	7.07	7.04	7.11	-0.07	0.753	0.859	95689
chr10	114778660	114779161	501	*	4.59	4.54	4.64	-0.1	0.753	0.859	95698
chr15	92709097	92709598	501	*	5.22	5.16	5.29	-0.13	0.753	0.86	95715
chr13	23375762	23376263	501	*	4.96	5.01	4.9	0.11	0.753	0.86	95721
chr20	38894010	38894511	501	*	4.52	4.59	4.44	0.15	0.753	0.86	95723
chr8	17725825	17726326	501	*	4.52	4.46	4.59	-0.13	0.753	0.86	95726
chr7	71274735	71275236	501	*	5.36	5.31	5.42	-0.11	0.753	0.86	95730
chr6	26607504	26608005	501	*	4.85	4.9	4.78	0.12	0.753	0.86	95733
chr15	66617385	66617886	501	*	6.67	6.7	6.63	0.08	0.753	0.86	95734
chr21	45555614	45556115	501	*	6.49	6.57	6.38	0.19	0.754	0.86	95740
chr1	67556081	67556582	501	*	4.43	4.39	4.49	-0.1	0.754	0.86	95745
chr1	1290711	1291212	501	*	5.14	5.19	5.08	0.12	0.754	0.86	95747
chr3	188953167	188953668	501	*	5.21	5.17	5.27	-0.1	0.754	0.86	95748
chr15	71448852	71449353	501	*	6	5.97	6.05	-0.09	0.754	0.86	95759
chr7	1210792	1211293	501	*	5.35	5.4	5.28	0.12	0.754	0.86	95760
chr19	4895554	4896055	501	*	5.32	5.28	5.36	-0.08	0.754	0.86	95763
chr3	128422365	128422866	501	*	5.62	5.66	5.57	0.09	0.754	0.86	95766
chr6	146546707	146547208	501	*	4.04	3.97	4.12	-0.15	0.754	0.86	95776
chr12	6323497	6323998	501	*	6.92	6.95	6.88	0.06	0.754	0.86	95789
chr5	142925893	142926394	501	*	5.82	5.78	5.86	-0.09	0.754	0.86	95790
chr12	69415651	69416152	501	*	5.43	5.39	5.47	-0.09	0.754	0.86	95791
chr10	62036917	62037418	501	*	6.5	6.47	6.54	-0.07	0.754	0.86	95796
chr2	3305638	3306139	501	*	5.71	5.66	5.76	-0.1	0.755	0.86	95799
chr2	30691883	30692384	501	*	5.8	5.84	5.75	0.09	0.755	0.861	95813
chr8	19761708	19762209	501	*	4.72	4.6	4.86	-0.26	0.755	0.861	95818
chr6	136644300	136644801	501	*	6.34	6.37	6.3	0.07	0.755	0.861	95822
chr7	134432380	134432881	501	*	6.49	6.52	6.44	0.08	0.755	0.861	95828
chr2	38262564	38263065	501	*	4.72	4.76	4.67	0.09	0.755	0.861	95833
chr3	194331008	194331509	501	*	5.18	5.12	5.24	-0.11	0.755	0.861	95837
chr6	149431818	149432319	501	*	4.89	4.92	4.85	0.08	0.755	0.861	95838
chr12	115840030	115840531	501	*	5.23	5.27	5.18	0.09	0.756	0.861	95840
chr10	24518792	24519293	501	*	4.8	4.74	4.87	-0.13	0.756	0.861	95845
chr13	109874398	109874899	501	*	4.68	4.62	4.74	-0.12	0.756	0.861	95846
chr3	141104700	141105201	501	*	5.16	5.19	5.11	0.08	0.756	0.861	95849
chr2	85275386	85275887	501	*	4.37	4.43	4.3	0.13	0.756	0.861	95851
chr18	12655763	12656264	501	*	4.34	4.4	4.25	0.15	0.756	0.861	95854
chr1	186984809	186985310	501	*	4.33	4.27	4.39	-0.12	0.756	0.861	95858
chr14	61498650	61499151	501	*	6.15	6.11	6.2	-0.09	0.756	0.862	95864
chr22	31561108	31561609	501	*	4.55	4.5	4.62	-0.12	0.756	0.862	95880
chr19	35495100	35495601	501	*	6.04	6.08	6	0.08	0.756	0.862	95884
chr21	43645613	43646114	501	*	5.92	5.95	5.87	0.08	0.756	0.862	95888
chr1	18914174	18914675	501	*	4.98	5.03	4.92	0.11	0.757	0.862	95891
chr14	50944354	50944855	501	*	7.45	7.42	7.48	-0.06	0.757	0.862	95892
chr1	89356663	89357164	501	*	4.78	4.73	4.85	-0.12	0.757	0.862	95899
chr8	143974787	143975288	501	*	6.24	6.21	6.28	-0.06	0.757	0.862	95907
chr2	33588909	33589410	501	*	4.38	4.44	4.3	0.14	0.757	0.862	95922
chr14	69593215	69593716	501	*	4.49	4.44	4.55	-0.12	0.757	0.863	95934
chr6	137874124	137874625	501	*	5.11	5.16	5.05	0.11	0.757	0.863	95935
chr3	188279417	188279918	501	*	4.74	4.69	4.8	-0.11	0.758	0.863	95948
chr15	92799182	92799683	501	*	4.67	4.63	4.72	-0.1	0.758	0.863	95949
chr14	35413009	35413510	501	*	5.19	5.22	5.14	0.09	0.758	0.863	95958
chr1	84432014	84432515	501	*	4.08	4.14	4.01	0.13	0.758	0.863	95960
chr7	17307505	17308006	501	*	5.11	5.17	5.03	0.14	0.758	0.863	95963
chr5	9538541	9539042	501	*	4.8	4.74	4.87	-0.13	0.758	0.863	95964
chr17	76303332	76303833	501	*	3.54	3.48	3.62	-0.14	0.758	0.863	95967
chr1	147515946	147516447	501	*	5.81	5.75	5.87	-0.12	0.758	0.863	95976
chr1	161383301	161383802	501	*	4.67	4.73	4.58	0.15	0.758	0.863	95978
chr11	121564076	121564577	501	*	4.89	4.92	4.85	0.08	0.758	0.863	95979
chr1	153629873	153630374	501	*	4.88	4.83	4.93	-0.1	0.758	0.863	95980
chr9	87337459	87337960	501	*	5.8	5.83	5.76	0.07	0.758	0.863	95981
chr1	48247051	48247552	501	*	5.39	5.33	5.45	-0.11	0.758	0.863	95982
chr2	201067857	201068358	501	*	4.59	4.65	4.51	0.14	0.759	0.863	95983
chr15	90320156	90320657	501	*	6.09	6.13	6.05	0.08	0.759	0.864	95996
chr22	29689688	29690189	501	*	4.84	4.88	4.79	0.08	0.759	0.864	95999
chr5	149630327	149630828	501	*	5.02	4.97	5.08	-0.11	0.759	0.864	96000
chr5	68295948	68296449	501	*	5.35	5.31	5.4	-0.09	0.759	0.864	96001
chr3	128584487	128584988	501	*	4.38	4.34	4.44	-0.11	0.759	0.864	96003
chr11	116851457	116851958	501	*	4.6	4.64	4.55	0.1	0.759	0.864	96012
chr8	95316917	95317418	501	*	5.81	5.77	5.87	-0.1	0.759	0.864	96015
chr1	29136243	29136744	501	*	4.09	4.03	4.16	-0.13	0.759	0.864	96016
chr1	59690357	59690858	501	*	4.69	4.64	4.76	-0.12	0.759	0.864	96017
chr15	85488429	85488930	501	*	4.44	4.48	4.38	0.09	0.759	0.864	96018
chr5	143108704	143109205	501	*	5.17	5.13	5.22	-0.09	0.759	0.864	96019
chr21	39124392	39124893	501	*	4.55	4.49	4.62	-0.13	0.759	0.864	96022
chr21	14771831	14772332	501	*	4.23	4.3	4.15	0.14	0.759	0.864	96028
chr20	11274153	11274654	501	*	4.45	4.4	4.51	-0.11	0.759	0.864	96033
chr8	47731856	47732357	501	*	4.88	4.94	4.81	0.12	0.759	0.864	96035
chr12	50310625	50311126	501	*	4.91	4.95	4.85	0.09	0.759	0.864	96036
chr12	12071661	12072162	501	*	6.5	6.54	6.45	0.09	0.759	0.864	96038
chr12	14995089	14995590	501	*	6.24	6.28	6.2	0.08	0.759	0.864	96042
chr8	122681205	122681706	501	*	4.39	4.44	4.32	0.12	0.76	0.864	96057
chr3	52136774	52137275	501	*	6.63	6.66	6.59	0.07	0.76	0.864	96059
chr6	151681532	151682033	501	*	4.79	4.84	4.72	0.12	0.76	0.864	96062
chr6	16332224	16332725	501	*	5.43	5.46	5.39	0.08	0.76	0.864	96066
chr12	1642409	1642910	501	*	5.37	5.41	5.32	0.1	0.76	0.864	96068
chr3	47522207	47522708	501	*	4.68	4.72	4.62	0.1	0.76	0.864	96078
chr2	43397852	43398353	501	*	4.6	4.54	4.66	-0.12	0.76	0.864	96086
chr17	48054900	48055401	501	*	5.1	5.06	5.14	-0.08	0.76	0.864	96090
chr20	46760361	46760862	501	*	4.75	4.7	4.8	-0.1	0.76	0.864	96095
chr18	3460315	3460816	501	*	4.45	4.5	4.37	0.13	0.76	0.865	96101
chr8	80246205	80246706	501	*	5.94	5.97	5.9	0.07	0.761	0.865	96103
chr8	143986402	143986903	501	*	7.67	7.69	7.64	0.05	0.761	0.865	96108
chr3	151460705	151461206	501	*	4.41	4.48	4.32	0.16	0.761	0.865	96110
chr13	30116180	30116681	501	*	5.67	5.72	5.62	0.1	0.761	0.865	96111
chr1	243316348	243316849	501	*	5.44	5.4	5.48	-0.08	0.761	0.865	96114
chr3	184550141	184550642	501	*	5.36	5.44	5.25	0.19	0.761	0.865	96116
chr1	179002757	179003258	501	*	5.29	5.26	5.33	-0.07	0.761	0.865	96124
chr10	124365128	124365629	501	*	6.47	6.43	6.53	-0.1	0.761	0.865	96137
chr1	84611563	84612064	501	*	6.22	6.25	6.19	0.06	0.761	0.865	96140
chr10	60042928	60043429	501	*	4.92	4.97	4.86	0.11	0.761	0.865	96147
chr12	123050330	123050831	501	*	5.23	5.2	5.27	-0.07	0.761	0.865	96155
chr19	18451031	18451532	501	*	4.63	4.68	4.56	0.12	0.761	0.865	96159
chr1	184222642	184223143	501	*	4.98	4.95	5.03	-0.08	0.761	0.865	96160
chr19	46857237	46857738	501	*	4.77	4.72	4.83	-0.11	0.762	0.865	96169
chr12	116708926	116709427	501	*	5.26	5.22	5.3	-0.08	0.762	0.865	96170
chr18	58757391	58757892	501	*	4.23	4.17	4.3	-0.13	0.762	0.865	96172
chr14	54682030	54682531	501	*	4.57	4.52	4.63	-0.11	0.762	0.865	96176
chr14	21220765	21221266	501	*	5.29	5.24	5.34	-0.1	0.762	0.865	96183
chr4	41655814	41656315	501	*	4.96	5	4.91	0.1	0.762	0.866	96188
chr20	51306521	51307022	501	*	5.68	5.73	5.62	0.1	0.762	0.866	96191
chr10	125142757	125143258	501	*	4.62	4.58	4.68	-0.1	0.762	0.866	96196
chr22	40041177	40041678	501	*	5.77	5.8	5.74	0.06	0.762	0.866	96198
chr1	36161035	36161536	501	*	7.77	7.8	7.75	0.05	0.762	0.866	96205
chr18	2932467	2932968	501	*	4.37	4.33	4.43	-0.11	0.763	0.866	96210
chr12	52650441	52650942	501	*	5.4	5.44	5.34	0.1	0.763	0.866	96218
chr2	43252564	43253065	501	*	4.19	4.25	4.11	0.14	0.763	0.866	96219
chr3	125002610	125003111	501	*	4.63	4.68	4.56	0.11	0.763	0.866	96224
chr11	14539928	14540429	501	*	4.91	4.86	4.97	-0.11	0.763	0.866	96226
chr11	10327803	10328304	501	*	4.3	4.23	4.39	-0.16	0.763	0.866	96227
chr1	45566451	45566952	501	*	5.2	5.17	5.25	-0.08	0.763	0.866	96231
chr4	128815177	128815678	501	*	5.42	5.45	5.38	0.08	0.763	0.866	96232
chr1	12610644	12611145	501	*	4.88	4.83	4.94	-0.11	0.763	0.866	96238
chr15	60525933	60526434	501	*	4.85	4.9	4.79	0.11	0.763	0.866	96240
chr5	180862656	180863157	501	*	4.85	4.81	4.9	-0.09	0.763	0.867	96247
chr10	5466489	5466990	501	*	6.59	6.55	6.65	-0.1	0.763	0.867	96248
chr1	226633859	226634360	501	*	6.2	6.17	6.24	-0.08	0.764	0.867	96257
chr1	226731416	226731917	501	*	5.19	5.14	5.24	-0.1	0.764	0.867	96268
chr3	149479965	149480466	501	*	5.71	5.66	5.77	-0.1	0.764	0.867	96272
chr22	36776516	36777017	501	*	5.51	5.47	5.57	-0.1	0.764	0.867	96280
chr2	54523242	54523743	501	*	4.43	4.49	4.36	0.12	0.764	0.867	96282
chr6	129608763	129609264	501	*	4.23	4.17	4.3	-0.13	0.764	0.867	96283
chr4	41649001	41649502	501	*	3.71	3.62	3.81	-0.2	0.765	0.867	96293
chr12	101939102	101939603	501	*	4.39	4.34	4.45	-0.11	0.765	0.867	96294
chr1	116388602	116389103	501	*	5.75	5.7	5.81	-0.1	0.765	0.868	96296
chr17	56779827	56780328	501	*	5.05	5.08	5	0.07	0.765	0.868	96300
chr17	78265880	78266381	501	*	5.98	6.02	5.93	0.09	0.765	0.868	96305
chr7	120993603	120994104	501	*	4.07	4	4.15	-0.15	0.765	0.868	96308
chr1	202115062	202115563	501	*	4.58	4.62	4.53	0.09	0.765	0.868	96318
chr6	37783731	37784232	501	*	6.55	6.59	6.5	0.09	0.766	0.868	96330
chr20	57934865	57935366	501	*	5.24	5.2	5.29	-0.09	0.766	0.868	96333
chr17	82354246	82354747	501	*	5.61	5.57	5.65	-0.08	0.766	0.868	96340
chr15	59150192	59150693	501	*	4.84	4.88	4.79	0.09	0.766	0.868	96343
chr17	17001899	17002400	501	*	5.18	5.22	5.13	0.08	0.766	0.869	96346
chr5	16809892	16810393	501	*	5.83	5.86	5.79	0.06	0.766	0.869	96347
chr5	38809530	38810031	501	*	5.84	5.88	5.8	0.07	0.766	0.869	96348
chrX	16124123	16124624	501	*	4.12	4.05	4.2	-0.15	0.766	0.869	96354
chr1	164563831	164564332	501	*	5.34	5.29	5.39	-0.1	0.766	0.869	96355
chr13	109588216	109588717	501	*	4.73	4.79	4.67	0.12	0.767	0.869	96363
chr5	177311680	177312181	501	*	5.87	5.92	5.81	0.12	0.767	0.869	96364
chr2	113753927	113754428	501	*	3.71	3.77	3.62	0.15	0.767	0.869	96367
chr1	28088203	28088704	501	*	7.34	7.36	7.3	0.06	0.767	0.869	96368
chr10	113113071	113113572	501	*	5.02	4.94	5.12	-0.18	0.767	0.869	96370
chr7	150780618	150781119	501	*	5.13	5.09	5.17	-0.09	0.767	0.869	96376
chr15	63406532	63407033	501	*	3.9	3.96	3.82	0.14	0.767	0.869	96380
chr15	63925718	63926219	501	*	6.16	6.12	6.2	-0.08	0.767	0.869	96381
chr2	100999666	101000167	501	*	4.56	4.6	4.51	0.09	0.767	0.869	96397
chr15	101088868	101089369	501	*	6.45	6.48	6.41	0.07	0.767	0.869	96399
chr20	33871239	33871740	501	*	5.78	5.75	5.82	-0.07	0.767	0.87	96409
chr11	73625824	73626325	501	*	4.72	4.68	4.78	-0.1	0.768	0.87	96416
chr9	2125482	2125983	501	*	5.09	5.13	5.04	0.09	0.768	0.87	96440
chr1	246502897	246503398	501	*	6.59	6.62	6.55	0.07	0.768	0.87	96442
chr8	142475814	142476315	501	*	5.85	5.9	5.79	0.11	0.768	0.87	96447
chr2	120526080	120526581	501	*	4.82	4.77	4.89	-0.13	0.768	0.87	96448
chr22	45577793	45578294	501	*	4.9	4.93	4.85	0.09	0.768	0.87	96451
chr6	46218065	46218566	501	*	4.79	4.74	4.85	-0.11	0.768	0.87	96452
chr7	16987320	16987821	501	*	4.5	4.56	4.43	0.13	0.768	0.87	96453
chr6	139219267	139219768	501	*	5.6	5.56	5.65	-0.1	0.769	0.87	96460
chr5	149437491	149437992	501	*	6.35	6.38	6.31	0.07	0.769	0.871	96467
chr5	68237155	68237656	501	*	4.41	4.37	4.47	-0.1	0.769	0.871	96471
chr3	188366196	188366697	501	*	6.41	6.45	6.36	0.09	0.769	0.871	96473
chr4	76514850	76515351	501	*	4.64	4.59	4.7	-0.11	0.769	0.871	96474
chr1	59684974	59685475	501	*	4.27	4.32	4.21	0.1	0.769	0.871	96476
chr2	120675239	120675740	501	*	5.75	5.72	5.79	-0.07	0.769	0.871	96477
chr16	54650042	54650543	501	*	5.36	5.41	5.3	0.11	0.769	0.871	96479
chr10	5462104	5462605	501	*	4.64	4.69	4.58	0.11	0.769	0.871	96485
chr8	22573997	22574987	990	*	5.9	5.94	5.84	0.09	0.769	0.871	96488
chr17	35021835	35022336	501	*	5.72	5.67	5.78	-0.11	0.769	0.871	96489
chr18	3585029	3585530	501	*	4.77	4.81	4.72	0.09	0.769	0.871	96494
chr3	189941420	189941921	501	*	4.83	4.78	4.89	-0.11	0.769	0.871	96496
chr6	37020310	37020811	501	*	4.76	4.8	4.71	0.09	0.769	0.871	96497
chr12	111166728	111167229	501	*	5.32	5.36	5.26	0.1	0.77	0.871	96507
chr4	184267830	184268331	501	*	5.52	5.46	5.6	-0.14	0.77	0.871	96521
chr11	96046376	96046877	501	*	4.68	4.72	4.62	0.1	0.77	0.871	96525
chr16	70656524	70657025	501	*	4.1	4.17	4	0.17	0.77	0.872	96537
chr8	127573373	127573874	501	*	4.56	4.6	4.5	0.1	0.77	0.872	96542
chr5	150129707	150130208	501	*	5.91	5.87	5.95	-0.08	0.771	0.872	96557
chr6	111479456	111479957	501	*	4.48	4.52	4.43	0.09	0.771	0.872	96558
chr10	103716184	103716685	501	*	6.76	6.73	6.8	-0.06	0.771	0.872	96561
chr10	13959658	13960159	501	*	4.59	4.65	4.53	0.12	0.771	0.872	96568
chr9	137049820	137050321	501	*	5.03	5	5.07	-0.08	0.771	0.872	96580
chr7	25393663	25394164	501	*	4.32	4.37	4.27	0.1	0.771	0.872	96587
chrX	17786837	17787338	501	*	3.63	3.56	3.71	-0.15	0.771	0.872	96588
chr6	19851347	19851848	501	*	4.79	4.84	4.72	0.12	0.771	0.872	96590
chr1	146003406	146003907	501	*	4.38	4.42	4.33	0.08	0.771	0.872	96592
chr3	161408333	161408834	501	*	4.89	4.84	4.96	-0.12	0.771	0.872	96594
chr6	152277947	152278448	501	*	4.83	4.86	4.78	0.08	0.771	0.872	96600
chr1	12478375	12478876	501	*	7.45	7.47	7.43	0.04	0.771	0.872	96604
chr7	150784269	150785260	991	*	5.59	5.63	5.53	0.1	0.771	0.872	96606
chr8	98361831	98362332	501	*	4.73	4.69	4.78	-0.09	0.772	0.873	96608
chr1	230310262	230310763	501	*	4.27	4.22	4.34	-0.12	0.772	0.873	96609
chr1	39392474	39392975	501	*	5.24	5.21	5.29	-0.08	0.772	0.873	96611
chr1	8455989	8456490	501	*	5.38	5.35	5.43	-0.08	0.772	0.873	96616
chr22	30872478	30872979	501	*	4.5	4.61	4.35	0.27	0.772	0.873	96626
chr14	55705571	55706072	501	*	4.33	4.27	4.4	-0.13	0.772	0.873	96627
chr19	3327657	3328158	501	*	4.28	4.23	4.35	-0.11	0.772	0.873	96628
chr1	234960969	234961470	501	*	7.4	7.42	7.37	0.05	0.772	0.873	96638
chr5	149561160	149561661	501	*	4.75	4.8	4.69	0.11	0.772	0.873	96642
chr16	22659330	22659831	501	*	5.25	5.21	5.3	-0.1	0.772	0.873	96649
chr7	76314021	76314522	501	*	5.89	5.85	5.93	-0.08	0.772	0.873	96651
chr7	27195648	27196149	501	*	5.44	5.39	5.5	-0.11	0.772	0.873	96654
chr3	188929433	188929934	501	*	4.93	4.97	4.88	0.09	0.772	0.873	96657
chr9	86491923	86492424	501	*	5.15	5.1	5.22	-0.12	0.772	0.873	96659
chr3	45041810	45042311	501	*	4.47	4.52	4.41	0.11	0.772	0.873	96661
chr4	53706012	53706513	501	*	5.01	5.04	4.97	0.07	0.772	0.873	96662
chr1	226732067	226732568	501	*	4.29	4.24	4.36	-0.12	0.773	0.873	96672
chr3	143644188	143644689	501	*	4.83	4.87	4.78	0.09	0.773	0.873	96673
chr7	18356333	18356834	501	*	4.43	4.47	4.38	0.09	0.773	0.873	96674
chr10	103685549	103686050	501	*	4.68	4.72	4.62	0.1	0.773	0.873	96678
chr9	4332996	4333497	501	*	4.21	4.16	4.27	-0.11	0.773	0.873	96690
chr20	39049809	39050310	501	*	6.84	6.87	6.8	0.07	0.773	0.873	96693
chr20	44867305	44867806	501	*	4.07	4.13	3.99	0.13	0.773	0.873	96701
chr4	38681257	38681758	501	*	4.88	4.91	4.83	0.09	0.773	0.873	96703
chr15	89430463	89430964	501	*	5.58	5.61	5.53	0.08	0.773	0.874	96706
chr2	20646995	20647496	501	*	4.51	4.45	4.57	-0.11	0.773	0.874	96709
chr12	124318643	124319144	501	*	5.46	5.51	5.4	0.11	0.773	0.874	96711
chr7	98922836	98923337	501	*	5.28	5.24	5.32	-0.08	0.774	0.874	96724
chr11	76161415	76161916	501	*	4.96	4.92	5	-0.08	0.774	0.874	96725
chr2	173402574	173403075	501	*	4.85	4.89	4.8	0.09	0.774	0.874	96726
chr5	140700348	140700849	501	*	6.65	6.68	6.62	0.06	0.774	0.874	96736
chr13	20948026	20948527	501	*	4.21	4.27	4.13	0.13	0.774	0.874	96737
chr15	81276073	81276574	501	*	5.55	5.52	5.58	-0.07	0.774	0.874	96738
chr8	47377214	47377715	501	*	4.95	4.92	4.99	-0.07	0.774	0.874	96744
chr22	45599869	45600370	501	*	4.41	4.44	4.36	0.08	0.774	0.874	96747
chr11	36265769	36266270	501	*	4.65	4.61	4.7	-0.09	0.774	0.874	96753
chr3	66809501	66810002	501	*	5.43	5.47	5.38	0.08	0.774	0.874	96757
chr8	20435450	20435951	501	*	4.47	4.42	4.52	-0.1	0.774	0.874	96759
chr4	26452463	26452964	501	*	6.12	6.15	6.08	0.07	0.775	0.874	96771
chr1	223134155	223134656	501	*	6.51	6.48	6.55	-0.07	0.775	0.874	96777
chr15	71414144	71414645	501	*	5.53	5.49	5.58	-0.09	0.775	0.875	96781
chr1	226639165	226639666	501	*	4.16	4.21	4.09	0.12	0.775	0.875	96783
chr2	9808759	9809260	501	*	5.86	5.82	5.9	-0.09	0.775	0.875	96786
chr14	75711760	75712261	501	*	5.92	5.95	5.87	0.08	0.775	0.875	96800
chr22	44033347	44033848	501	*	4.28	4.21	4.35	-0.13	0.775	0.875	96803
chr10	43304545	43305046	501	*	5.81	5.85	5.76	0.09	0.775	0.875	96804
chr4	1158848	1159349	501	*	5.25	5.2	5.3	-0.09	0.775	0.875	96805
chr17	57850172	57850673	501	*	7.49	7.52	7.47	0.05	0.775	0.875	96813
chr14	65184824	65185325	501	*	4.27	4.3	4.22	0.09	0.775	0.875	96818
chr1	31769827	31770328	501	*	5.3	5.27	5.34	-0.07	0.776	0.875	96823
chr21	29178857	29179358	501	*	5.53	5.49	5.58	-0.09	0.776	0.875	96834
chr1	31415899	31416400	501	*	4.76	4.7	4.82	-0.12	0.776	0.875	96840
chr1	210418975	210419476	501	*	6.14	6.11	6.18	-0.07	0.776	0.876	96847
chr6	149037300	149037801	501	*	4.59	4.55	4.65	-0.11	0.776	0.876	96857
chr11	61131957	61132458	501	*	4.77	4.82	4.71	0.11	0.776	0.876	96859
chr5	119948037	119948538	501	*	4.5	4.45	4.56	-0.11	0.776	0.876	96862
chr13	30572625	30573126	501	*	5.15	5.18	5.12	0.07	0.776	0.876	96863
chr6	29005247	29005748	501	*	6.77	6.8	6.74	0.06	0.776	0.876	96864
chr9	14344054	14344555	501	*	6.14	6.18	6.08	0.1	0.777	0.876	96869
chr1	93617015	93617516	501	*	5.76	5.8	5.72	0.07	0.777	0.876	96874
chr14	55706464	55706965	501	*	4.87	4.92	4.81	0.11	0.777	0.876	96877
chr15	66692726	66693227	501	*	4.8	4.83	4.75	0.08	0.777	0.876	96883
chr20	18007546	18008047	501	*	5.64	5.68	5.59	0.09	0.777	0.876	96889
chr4	38692273	38692774	501	*	5.02	5.05	4.98	0.07	0.777	0.876	96897
chr16	56867456	56867957	501	*	6.15	6.11	6.19	-0.08	0.777	0.876	96903
chr9	119556137	119556638	501	*	5.99	5.96	6.03	-0.07	0.777	0.876	96906
chr17	45019490	45019991	501	*	5.91	5.94	5.87	0.07	0.777	0.876	96919
chr3	149554195	149554696	501	*	6.13	6.09	6.18	-0.08	0.777	0.876	96920
chr12	116693487	116693988	501	*	5.56	5.6	5.5	0.1	0.777	0.876	96926
chr20	17678653	17679154	501	*	4.62	4.58	4.67	-0.09	0.777	0.876	96929
chr10	112434058	112434559	501	*	3.65	3.56	3.74	-0.18	0.778	0.876	96932
chr19	50794565	50795066	501	*	5.71	5.75	5.67	0.08	0.778	0.876	96934
chr1	203462647	203463148	501	*	4.25	4.31	4.18	0.12	0.778	0.876	96937
chr7	74012932	74013433	501	*	4.94	4.99	4.88	0.11	0.778	0.877	96948
chr7	156480679	156481180	501	*	5.94	5.98	5.9	0.08	0.778	0.877	96949
chr17	83064834	83065335	501	*	6.67	6.7	6.63	0.07	0.778	0.877	96951
chr6	6712736	6713237	501	*	4.92	4.88	4.97	-0.08	0.778	0.877	96956
chr3	194121514	194122015	501	*	4.56	4.62	4.47	0.15	0.778	0.877	96961
chr7	85186153	85186654	501	*	6.03	6.06	5.98	0.08	0.778	0.877	96964
chr3	58419498	58419999	501	*	4.85	4.8	4.9	-0.09	0.778	0.877	96967
chr16	53775999	53776500	501	*	5.06	5.02	5.11	-0.09	0.778	0.877	96968
chr21	38915596	38916097	501	*	5.29	5.34	5.22	0.12	0.778	0.877	96971
chr20	37564311	37564812	501	*	5.61	5.64	5.56	0.08	0.778	0.877	96979
chr8	101623266	101623767	501	*	3.63	3.71	3.53	0.17	0.778	0.877	96980
chr1	155232250	155232751	501	*	4.29	4.34	4.22	0.13	0.779	0.877	96991
chr4	26450368	26450869	501	*	4.1	4.15	4.03	0.12	0.779	0.877	96992
chr8	25362757	25363258	501	*	4.63	4.58	4.68	-0.1	0.779	0.877	96998
chr4	55357151	55357652	501	*	4.63	4.58	4.69	-0.11	0.779	0.877	97001
chr3	9364302	9364803	501	*	4.37	4.42	4.31	0.11	0.779	0.877	97013
chr10	27541686	27542187	501	*	5.85	5.81	5.9	-0.09	0.779	0.877	97018
chr6	31070515	31071016	501	*	4.42	4.46	4.36	0.09	0.779	0.878	97026
chr4	168919741	168920242	501	*	5.04	5	5.09	-0.09	0.78	0.878	97044
chr1	234858052	234858553	501	*	4.68	4.63	4.73	-0.09	0.78	0.878	97047
chr9	27538429	27538930	501	*	4.1	4.04	4.17	-0.13	0.78	0.878	97049
chr5	14648261	14648762	501	*	4.51	4.46	4.56	-0.1	0.78	0.878	97050
chr12	1575781	1576282	501	*	7.19	7.16	7.21	-0.05	0.78	0.878	97057
chr4	157996066	157996567	501	*	5.94	5.97	5.9	0.07	0.78	0.878	97058
chr10	33328330	33328831	501	*	4.5	4.39	4.62	-0.22	0.78	0.878	97068
chr6	36423504	36424005	501	*	7.53	7.55	7.5	0.05	0.78	0.878	97074
chr7	2883437	2883938	501	*	5.4	5.36	5.44	-0.08	0.78	0.878	97077
chr8	27617542	27618043	501	*	4.15	4.2	4.09	0.12	0.78	0.878	97086
chr2	237060744	237061245	501	*	4.93	4.9	4.97	-0.07	0.781	0.878	97089
chr2	12929604	12930105	501	*	5.07	5.11	5.01	0.1	0.781	0.878	97094
chr12	57440523	57441024	501	*	4.46	4.53	4.38	0.15	0.781	0.878	97098
chr20	46757842	46758343	501	*	5.33	5.29	5.38	-0.08	0.781	0.879	97116
chr7	80780697	80781198	501	*	5.19	5.23	5.15	0.07	0.781	0.879	97127
chr5	66743069	66743570	501	*	5.46	5.5	5.41	0.09	0.781	0.879	97130
chr9	89860531	89861032	501	*	5.04	5.07	5	0.07	0.782	0.879	97140
chr3	72256655	72257156	501	*	4.83	4.77	4.89	-0.11	0.782	0.879	97143
chr14	95150549	95151050	501	*	4.55	4.46	4.66	-0.2	0.782	0.879	97148
chr7	30795657	30796158	501	*	5.1	5.06	5.14	-0.08	0.782	0.879	97157
chr17	66727660	66728161	501	*	5.14	5.18	5.08	0.1	0.782	0.879	97169
chr6	149843139	149843640	501	*	5.08	5.03	5.14	-0.11	0.783	0.88	97191
chr2	19874342	19874843	501	*	4.67	4.63	4.73	-0.1	0.783	0.88	97195
chr11	114165400	114165901	501	*	7.66	7.63	7.69	-0.06	0.783	0.88	97204
chr3	183155844	183156345	501	*	5.26	5.22	5.31	-0.1	0.783	0.88	97215
