anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr8	74320000	74350000	8782	chr8	74321013	74321514	7.47	7.3	0.17	0.517	0.685
chr1	11310000	11340000	102	chr1	11323557	11324058	4.57	4.34	0.23	0.517	0.685
chr4	74890000	74940000	4618	chr4	74893155	74893656	4.73	4.94	-0.21	0.517	0.685
chr14	75110000	75150000	13542	chr14	75138210	75138711	4.53	4.75	-0.22	0.518	0.685
chr8	42300000	42340000	8608	chr8	42305607	42306108	6.03	6.21	-0.18	0.518	0.685
chr14	55400000	55470000	13356	chr14	55429838	55430339	4.08	4.41	-0.33	0.518	0.685
chr10	34950000	34980000	10185	chr10	34954676	34955177	4.93	5.17	-0.23	0.518	0.685
chr17	27580000	27620000	14979	chr17	27609759	27610260	4.81	5.03	-0.22	0.518	0.685
chr2	121390000	121420000	2355	chr2	121398660	121399161	5.42	5.2	0.22	0.518	0.686
chr17	10830000	10900000	14893	chr17	10844775	10845276	7.05	7.2	-0.15	0.518	0.686
chr13	75680000	75710000	13018	chr13	75694258	75694759	4.18	4.49	-0.3	0.518	0.686
chr1	84100000	84160000	661	chr1	84145907	84146408	3.15	4.07	-0.92	0.518	0.686
chr21	29150000	29180000	16845	chr21	29165451	29165952	4.2	3.92	0.28	0.518	0.686
chr6	27870000	27910000	6429	chr6	27872130	27872631	6.48	6.8	-0.32	0.519	0.686
chr12	53530000	53550000	12185	chr12	53540651	53541152	3.88	4.2	-0.32	0.519	0.686
chr18	62950000	62990000	15816	chr18	62982432	62982933	5.45	5.6	-0.15	0.519	0.686
chr16	19160000	19210000	14390	chr16	19196858	19197359	4.6	4.84	-0.24	0.519	0.686
chr9	37900000	37930000	9341	chr9	37916305	37916806	5.32	5.14	0.19	0.519	0.686
chr6	37730000	37800000	6506	chr6	37790983	37791484	5.24	5.07	0.18	0.519	0.686
chr13	46490000	46560000	12950	chr13	46495042	46495543	4.92	4.73	0.19	0.519	0.687
chr2	48090000	48140000	1928	chr2	48113517	48114018	4.97	5.15	-0.19	0.519	0.687
chr6	134130000	134190000	7039	chr6	134162247	134162748	4.1	3.81	0.29	0.519	0.687
chr2	28380000	28460000	1799	chr2	28386465	28386966	4.64	4.36	0.28	0.519	0.687
chr14	32060000	32090000	13238	chr14	32074997	32075498	4.64	4.87	-0.23	0.519	0.687
chr6	158680000	158730000	7243	chr6	158691481	158691982	4.31	3.99	0.32	0.52	0.687
chr5	142130000	142180000	5898	chr5	142179630	142180131	5.62	5.45	0.18	0.52	0.687
chr3	27660000	27690000	3234	chr3	27680819	27681320	6.4	6.27	0.14	0.52	0.687
chr4	55300000	55370000	4562	chr4	55359761	55360570	4.53	4.77	-0.24	0.52	0.687
chr10	33180000	33220000	10167	chr10	33216993	33217494	4.21	4.52	-0.31	0.52	0.687
chr9	129640000	129660000	9831	chr9	129656704	129657205	4.84	4.66	0.18	0.52	0.687
chr3	124970000	125010000	3820	chr3	125006394	125006895	4.88	5.08	-0.2	0.52	0.687
chr10	69500000	69520000	10412	chr10	69507413	69507914	6.33	6.47	-0.14	0.52	0.688
chr20	17610000	17680000	16362	chr20	17611437	17611938	6.29	6.11	0.18	0.52	0.688
chr16	19350000	19400000	14392	chr16	19386115	19386616	4.34	4.6	-0.26	0.52	0.688
chr13	108940000	108980000	13131	chr13	108960843	108961344	4.65	4.42	0.23	0.521	0.688
chr2	205900000	205950000	2780	chr2	205908543	205909044	5.74	5.96	-0.22	0.521	0.688
chr5	17340000	17370000	5227	chr5	17343489	17343990	4.79	4.55	0.24	0.521	0.688
chr17	39620000	39630000	15116	chr17	39623445	39623946	5.49	5.32	0.18	0.521	0.688
chr6	49520000	49550000	6606	chr6	49523293	49523794	4.05	4.36	-0.31	0.521	0.688
chr20	49900000	49940000	16651	chr20	49909464	49909965	6.71	6.88	-0.17	0.521	0.688
chr16	1040000	1090000	14280	chr16	1071692	1072193	4.95	4.72	0.23	0.521	0.688
chr11	113990000	114080000	11618	chr11	114048619	114049538	5.44	5.27	0.17	0.521	0.688
chr15	66590000	66620000	14006	chr15	66619361	66619862	5.48	5.66	-0.18	0.521	0.688
chr9	110610000	110670000	9657	chr9	110649742	110650243	5	4.78	0.23	0.521	0.688
chr5	126520000	126560000	5750	chr5	126531124	126531625	4.92	4.71	0.21	0.521	0.688
chr5	140660000	140720000	5882	chr5	140664414	140664915	7.57	7.43	0.14	0.521	0.688
chr5	138170000	138200000	5853	chr5	138178366	138178867	7.1	7.22	-0.12	0.521	0.688
chr15	92890000	92950000	14213	chr15	92920802	92921303	6.35	6.52	-0.17	0.522	0.688
chr1	146000000	146030000	872	chr1	146005950	146006451	5.51	5.34	0.17	0.522	0.689
chr2	222880000	222930000	2896	chr2	222900026	222900527	4.72	4.51	0.21	0.522	0.689
chr11	114230000	114270000	11620	chr11	114252710	114253211	4.52	4.75	-0.23	0.522	0.689
chr10	34660000	34700000	10183	chr10	34699515	34700016	4.05	4.32	-0.27	0.522	0.689
chr11	45290000	45400000	11200	chr11	45332817	45333318	5.4	5.23	0.18	0.522	0.689
chr20	53630000	53660000	16683	chr20	53655039	53655540	6.67	6.84	-0.18	0.522	0.689
chr8	138750000	138780000	9134	chr8	138773730	138774231	4.23	4.73	-0.51	0.522	0.689
chr18	3640000	3690000	15508	chr18	3664551	3665052	5.07	4.88	0.19	0.522	0.689
chr14	100620000	100690000	13708	chr14	100645439	100645940	4.61	4.82	-0.22	0.522	0.689
chr2	45970000	46030000	1907	chr2	46019824	46020325	5	4.8	0.2	0.523	0.689
chr8	66020000	66040000	8734	chr8	66033233	66033734	5.59	5.77	-0.17	0.523	0.689
chr6	136290000	136340000	7064	chr6	136325309	136325810	5.87	6.1	-0.23	0.523	0.689
chr2	74480000	74500000	2110	chr2	74482793	74483294	7.55	7.43	0.12	0.523	0.69
chr5	56250000	56280000	5372	chr5	56279298	56279799	4.82	4.63	0.2	0.523	0.69
chr10	29990000	30010000	10139	chr10	30000609	30001110	5.5	5.35	0.15	0.523	0.69
chr1	234590000	234620000	1535	chr1	234616787	234617288	6.22	6.37	-0.15	0.523	0.69
chr1	55350000	55380000	511	chr1	55377637	55378138	4.98	4.79	0.2	0.523	0.69
chr8	57980000	58020000	8685	chr8	57992991	57993492	4.22	4.51	-0.29	0.523	0.69
chr17	76010000	76030000	15402	chr17	76013925	76014426	4.77	4.97	-0.2	0.523	0.69
chr5	149810000	149850000	5960	chr5	149823135	149823636	4.58	4.26	0.32	0.523	0.69
chr20	53900000	53930000	16687	chr20	53909984	53910485	4.58	4.35	0.23	0.523	0.69
chr2	28550000	28610000	1800	chr2	28566885	28567386	7.05	6.92	0.13	0.523	0.69
chr6	137690000	137730000	7078	chr6	137724940	137725441	4.82	5.08	-0.26	0.523	0.69
chr21	44940000	44970000	16972	chr21	44959356	44959857	5.14	4.86	0.28	0.524	0.69
chr3	114360000	114390000	3755	chr3	114384000	114384501	6.37	6.55	-0.18	0.524	0.69
chr10	7070000	7130000	9952	chr10	7082802	7083303	5.1	4.82	0.28	0.524	0.69
chrX	12940000	12990000	17330	chrX	12989896	12990397	5.12	5.34	-0.22	0.524	0.691
chr3	184010000	184030000	4187	chr3	184017889	184018390	6.99	6.86	0.13	0.524	0.691
chr19	5010000	5040000	15927	chr19	5016875	5017376	4.41	4.65	-0.23	0.524	0.691
chr2	43460000	43530000	1892	chr2	43468961	43469462	5.87	5.71	0.16	0.524	0.691
chr12	114900000	114940000	12604	chr12	114903018	114903519	4.51	4.76	-0.25	0.524	0.691
chr5	134560000	134600000	5816	chr5	134569089	134569590	6.01	5.83	0.18	0.524	0.691
chr4	94610000	94650000	4766	chr4	94639045	94639546	4.62	4.84	-0.22	0.524	0.691
chr10	62010000	62060000	10377	chr10	62025932	62026433	4.75	4.49	0.26	0.524	0.691
chr7	73590000	73630000	7811	chr7	73623012	73623513	5.4	5.11	0.29	0.524	0.691
chr16	20360000	20400000	14406	chr16	20394073	20394574	5.98	5.81	0.17	0.524	0.691
chr14	61290000	61320000	13405	chr14	61297395	61297896	4.15	4.4	-0.25	0.525	0.691
chr7	99030000	99050000	7991	chr7	99043393	99043894	5.13	4.9	0.23	0.525	0.691
chr8	48640000	48680000	8635	chr8	48648647	48649148	6.29	6.45	-0.16	0.525	0.691
chr17	21100000	21140000	14972	chr17	21129150	21129651	4.85	4.68	0.18	0.525	0.691
chr3	148950000	148980000	3995	chr3	148952131	148952632	5.3	5.14	0.17	0.525	0.691
chr2	196050000	196100000	2712	chr2	196079818	196080319	5.01	5.18	-0.18	0.525	0.692
chr5	173270000	173310000	6104	chr5	173293698	173294199	5.63	5.48	0.15	0.525	0.692
chr7	5660000	5700000	7345	chr7	5688650	5689151	5.05	5.26	-0.21	0.525	0.692
chr3	73750000	73770000	3624	chr3	73766980	73767481	5.96	5.8	0.16	0.525	0.692
chr6	150880000	150910000	7185	chr6	150906372	150906873	4.88	4.63	0.25	0.526	0.692
chr17	40840000	40920000	15126	chr17	40857538	40858039	4.46	4.68	-0.22	0.526	0.692
chr2	216510000	216550000	2837	chr2	216548602	216549103	5.14	5.34	-0.2	0.526	0.692
chr6	2180000	2230000	6172	chr6	2227567	2228068	5.08	5.31	-0.23	0.526	0.692
chr2	64900000	64930000	2031	chr2	64917740	64918241	6.1	6.27	-0.17	0.526	0.692
chr9	88590000	88610000	9476	chr9	88605897	88606398	5.16	5.37	-0.21	0.526	0.692
chr5	61620000	61680000	5430	chr5	61658709	61659210	4.74	4.5	0.25	0.526	0.692
chr19	17030000	17080000	16029	chr19	17041691	17042192	4.57	4.27	0.29	0.526	0.692
chr1	116580000	116590000	845	chr1	116581576	116582077	5.28	5.5	-0.21	0.526	0.692
chr17	62670000	62710000	15289	chr17	62709666	62710167	5.95	6.16	-0.2	0.526	0.693
chr9	129760000	129790000	9832	chr9	129776865	129777366	5.86	5.67	0.19	0.526	0.693
chr9	122440000	122490000	9757	chr9	122464710	122465211	5.54	5.72	-0.17	0.526	0.693
chr7	20590000	20640000	7436	chr7	20592674	20593175	4.23	4.5	-0.27	0.527	0.693
chr13	48560000	48620000	12967	chr13	48568201	48568702	5.42	5.25	0.17	0.527	0.693
chr10	34620000	34650000	10182	chr10	34625934	34626435	5.37	5.56	-0.2	0.527	0.693
chr20	50070000	50090000	16653	chr20	50071063	50071564	6.53	6.36	0.17	0.527	0.693
chr2	37390000	37420000	1844	chr2	37396195	37396696	4.59	4.8	-0.21	0.527	0.693
chr5	96320000	96370000	5648	chr5	96342119	96342620	4.9	5.15	-0.26	0.527	0.693
chr3	161400000	161440000	4100	chr3	161422015	161422516	4.32	4.6	-0.28	0.527	0.693
chr15	31190000	31210000	13778	chr15	31204374	31204875	4.79	4.49	0.3	0.527	0.693
chr12	27620000	27670000	12011	chr12	27643900	27644401	4	4.25	-0.25	0.527	0.693
chr20	10450000	10500000	16323	chr20	10466351	10466852	4.84	4.61	0.22	0.527	0.693
chr6	151000000	151030000	7186	chr6	151022467	151022968	4.9	4.72	0.18	0.527	0.693
chr11	102300000	102350000	11558	chr11	102306460	102306961	4.74	4.95	-0.21	0.527	0.693
chr5	54890000	54930000	5358	chr5	54915116	54915617	4.75	4.56	0.18	0.527	0.693
chr11	93220000	93250000	11520	chr11	93237516	93238017	5.75	5.92	-0.17	0.527	0.693
chr22	35570000	35650000	17143	chr22	35614984	35615485	5.02	4.83	0.19	0.527	0.693
chr17	35510000	35550000	15080	chr17	35535503	35536004	4.4	4.13	0.28	0.527	0.693
chr10	96370000	96410000	10597	chr10	96378592	96379093	4.44	4.69	-0.25	0.527	0.693
chr2	134230000	134250000	2403	chr2	134245571	134246072	4.81	4.59	0.22	0.528	0.693
chr6	3950000	4020000	6199	chr6	3990612	3991113	6.69	6.54	0.16	0.528	0.694
chr8	66020000	66040000	8734	chr8	66032085	66032586	5.14	5.32	-0.18	0.528	0.694
chr15	99690000	99740000	14258	chr15	99707950	99708451	4.47	4.24	0.22	0.528	0.694
chr2	226620000	226670000	2935	chr2	226659305	226659806	6.28	6.13	0.15	0.528	0.694
chr2	42940000	42990000	1886	chr2	42978190	42978691	5.05	5.3	-0.25	0.528	0.694
chr5	40670000	40740000	5302	chr5	40688383	40688884	4.54	4.29	0.24	0.528	0.694
chr13	21460000	21490000	12748	chr13	21480817	21481318	5.66	5.81	-0.15	0.528	0.694
chr10	7070000	7130000	9952	chr10	7090748	7091249	4.56	4.82	-0.26	0.528	0.694
chr20	20000000	20030000	16379	chr20	20003671	20004172	4.86	4.62	0.24	0.529	0.694
chr16	68500000	68540000	14655	chr16	68530031	68530532	7.05	6.92	0.13	0.529	0.694
chr14	31900000	31950000	13234	chr14	31928103	31928604	4.39	4.16	0.24	0.529	0.694
chr7	16950000	17000000	7413	chr7	16989527	16990028	5.57	5.75	-0.18	0.529	0.694
chr5	134280000	134320000	5813	chr5	134299764	134300265	4.96	5.15	-0.19	0.529	0.695
chr1	13940000	13990000	117	chr1	13948372	13948873	4.53	4.23	0.3	0.529	0.695
chr10	125020000	125070000	10799	chr10	125034726	125035227	5.59	5.44	0.16	0.529	0.695
chr8	17310000	17350000	8419	chr8	17334684	17335185	5.19	5.41	-0.21	0.529	0.695
chr5	31790000	31840000	5245	chr5	31825959	31826460	4.88	5.06	-0.18	0.529	0.695
chr20	47240000	47300000	16622	chr20	47272201	47272702	4.79	4.58	0.21	0.529	0.695
chr1	234300000	234340000	1532	chr1	234310022	234310523	4.97	4.76	0.2	0.529	0.695
chr2	74860000	74890000	2114	chr2	74866292	74866793	4.7	4.93	-0.24	0.529	0.695
chr13	41640000	41690000	12900	chr13	41674052	41674553	3.92	4.22	-0.29	0.529	0.695
chr2	60530000	60590000	1994	chr2	60553505	60554006	5.37	4.94	0.43	0.529	0.695
chr10	32250000	32260000	10162	chr10	32256484	32256985	4.52	4.74	-0.23	0.53	0.695
chr7	28090000	28100000	7496	chr7	28098411	28098912	3.98	4.29	-0.31	0.53	0.695
chr21	41600000	41630000	16942	chr21	41603299	41603800	5.4	5.22	0.18	0.53	0.695
chr21	42580000	42610000	16956	chr21	42593120	42593621	6.19	5.97	0.22	0.53	0.695
chr8	57980000	58020000	8685	chr8	57992312	57992813	4.45	4.7	-0.25	0.53	0.695
chr2	230830000	230850000	2976	chr2	230847940	230848441	4.59	4.83	-0.25	0.53	0.695
chr19	13070000	13100000	15990	chr19	13076729	13077230	4.88	4.65	0.23	0.53	0.695
chr17	19440000	19460000	14964	chr17	19448391	19448892	4.82	4.61	0.22	0.53	0.695
chr11	118680000	118700000	11661	chr11	118687734	118688235	4.69	4.88	-0.19	0.53	0.696
chr17	59840000	59880000	15270	chr17	59868247	59868748	5.01	5.2	-0.19	0.53	0.696
chr2	27640000	27670000	1794	chr2	27663528	27664029	7.63	7.51	0.12	0.53	0.696
chr17	82780000	82810000	15472	chr17	82782026	82782527	5.92	5.76	0.16	0.531	0.696
chr13	24010000	24050000	12766	chr13	24033428	24033929	5.26	5.07	0.19	0.531	0.696
chr11	8200000	8240000	10916	chr11	8224049	8224550	5.36	5.14	0.22	0.531	0.696
chr20	45430000	45460000	16598	chr20	45436634	45437135	6.69	6.53	0.16	0.531	0.696
chr3	46370000	46390000	3377	chr3	46383200	46383701	5.04	4.83	0.21	0.531	0.696
chr19	16230000	16260000	16024	chr19	16252336	16252837	4.69	4.36	0.33	0.531	0.696
chr20	47370000	47410000	16623	chr20	47392694	47393195	4.75	4.54	0.21	0.531	0.696
chr22	40330000	40360000	17195	chr22	40329573	40330074	4.24	4.5	-0.26	0.531	0.696
chr12	54190000	54250000	12190	chr12	54191296	54191797	4.73	4.94	-0.21	0.531	0.696
chr10	100500000	100520000	10633	chr10	100519419	100519920	5.75	5.5	0.25	0.532	0.697
chr19	38220000	38250000	16139	chr19	38223933	38224434	6.23	6.04	0.18	0.532	0.697
chr2	173020000	173060000	2583	chr2	173038944	173039445	4.42	4.17	0.26	0.532	0.697
chr13	99160000	99190000	13085	chr13	99176684	99177185	4.97	5.19	-0.21	0.532	0.697
chr20	58170000	58260000	16726	chr20	58209965	58210466	4.97	4.77	0.2	0.532	0.697
chr5	15800000	15830000	5213	chr5	15824011	15824512	4.55	4.79	-0.24	0.532	0.697
chr4	79020000	79060000	4658	chr4	79050194	79050695	6.13	6.29	-0.16	0.532	0.697
chr12	110080000	110120000	12565	chr12	110118758	110119259	4.7	4.92	-0.21	0.532	0.697
chr6	3710000	3760000	6195	chr6	3730682	3731183	4.79	5.01	-0.22	0.532	0.697
chr5	137280000	137310000	5842	chr5	137300803	137301304	6.31	6.48	-0.17	0.532	0.697
chr14	103070000	103110000	13732	chr14	103075496	103075997	7	6.85	0.15	0.533	0.698
chr10	7230000	7270000	9953	chr10	7257119	7257620	4.12	4.38	-0.26	0.533	0.698
chr1	112600000	112630000	810	chr1	112621607	112622108	4.29	4.04	0.26	0.533	0.698
chr2	207450000	207490000	2790	chr2	207472719	207473220	4.9	5.08	-0.18	0.533	0.698
chr1	27370000	27420000	248	chr1	27381046	27381547	4.54	4.26	0.28	0.533	0.698
chr12	113410000	113470000	12591	chr12	113421150	113421651	4.49	4.23	0.26	0.533	0.698
chr2	65550000	65580000	2038	chr2	65553409	65553910	4.82	5.01	-0.19	0.534	0.698
chr22	17820000	17850000	16992	chr22	17842145	17842646	5.16	4.95	0.21	0.534	0.698
chr4	74110000	74150000	4611	chr4	74117108	74117609	5.1	4.91	0.19	0.534	0.699
chr11	130390000	130450000	11774	chr11	130448770	130449271	6.34	6.18	0.16	0.534	0.699
chr4	41870000	41900000	4506	chr4	41881743	41882244	6.04	5.85	0.19	0.534	0.699
chr6	41770000	41810000	6542	chr6	41780335	41780836	6.93	6.74	0.19	0.534	0.699
chr22	37440000	37480000	17166	chr22	37454961	37455462	4.76	5.05	-0.29	0.534	0.699
chr12	107870000	107940000	12540	chr12	107903632	107904133	5.69	5.86	-0.17	0.534	0.699
chr8	37770000	37790000	8577	chr8	37780119	37780620	5.34	5.17	0.18	0.534	0.699
chr1	110610000	110640000	791	chr1	110612360	110612861	4.82	5.08	-0.27	0.534	0.699
chr22	23380000	23410000	17026	chr22	23386017	23386518	5.05	4.86	0.19	0.534	0.699
chr1	31960000	31980000	293	chr1	31961918	31962419	4.8	4.59	0.21	0.534	0.699
chr5	40670000	40740000	5302	chr5	40686133	40686634	4.57	4.78	-0.21	0.534	0.699
chr3	37850000	37870000	3283	chr3	37857364	37857865	4.8	4.99	-0.19	0.534	0.699
chr14	63740000	63840000	13432	chr14	63799385	63799886	5.11	5.3	-0.18	0.535	0.699
chr21	41760000	41840000	16944	chr21	41761772	41762273	6.5	6.38	0.13	0.535	0.699
chr16	11800000	11840000	14357	chr16	11809932	11810433	6.76	6.89	-0.13	0.535	0.699
chr5	178270000	178290000	6137	chr5	178279567	178280068	4.48	4.22	0.26	0.535	0.699
chr11	4810000	4830000	10889	chr11	4826015	4826516	6.28	6.48	-0.2	0.535	0.699
chr20	35430000	35450000	16491	chr20	35447030	35447531	4.55	4.75	-0.2	0.535	0.699
chr2	28950000	28980000	1804	chr2	28955106	28955607	4.59	4.36	0.23	0.535	0.699
chr4	10530000	10550000	4374	chr4	10530583	10531084	5.51	5.29	0.22	0.535	0.699
chr5	149550000	149580000	5957	chr5	149561919	149562420	5.33	5.16	0.18	0.535	0.7
chr2	85880000	85900000	2187	chr2	85886727	85887228	4.68	4.89	-0.21	0.535	0.7
chr9	21990000	22040000	9283	chr9	22008777	22009278	7.39	7.24	0.14	0.535	0.7
chr2	223780000	223820000	2906	chr2	223797413	223797914	4.75	4.54	0.21	0.535	0.7
chr16	20830000	20860000	14407	chr16	20850002	20850503	4.8	4.6	0.2	0.535	0.7
chr1	202110000	202140000	1269	chr1	202132643	202133144	6.21	5.97	0.24	0.536	0.7
chr2	191490000	191530000	2697	chr2	191501087	191501588	5.78	5.61	0.16	0.536	0.7
chr15	64720000	64740000	13990	chr15	64739537	64740038	5.52	5.69	-0.17	0.536	0.7
chr3	187210000	187240000	4220	chr3	187210787	187211288	4.43	4.17	0.26	0.536	0.7
chr3	172590000	172610000	4135	chr3	172594315	172594816	6.72	6.87	-0.15	0.536	0.7
chr12	109760000	109800000	12562	chr12	109773325	109773826	5.39	5.59	-0.2	0.536	0.7
chr5	17160000	17230000	5225	chr5	17202967	17203468	4.26	4.47	-0.21	0.536	0.7
chr3	161400000	161440000	4100	chr3	161422997	161423498	4.8	5	-0.21	0.536	0.701
chr12	108620000	108670000	12548	chr12	108669969	108670470	4.07	4.31	-0.24	0.536	0.701
chr13	43070000	43110000	12917	chr13	43088093	43088594	6.13	6.3	-0.17	0.536	0.701
chr15	90070000	90090000	14188	chr15	90071767	90072268	4.84	4.65	0.18	0.536	0.701
chr12	5980000	6000000	11857	chr12	5998916	5999417	4.58	4.35	0.23	0.536	0.701
chr11	96020000	96070000	11542	chr11	96045867	96046368	4.9	4.68	0.22	0.537	0.701
chr7	73840000	73890000	7813	chr7	73842031	73842532	7.84	7.72	0.12	0.537	0.701
chr13	27960000	28000000	12784	chr13	27966273	27966774	6.27	6.46	-0.19	0.537	0.701
chr12	94070000	94110000	12418	chr12	94093268	94093769	5.31	5.1	0.21	0.537	0.701
chr12	131820000	131860000	12726	chr12	131830559	131831060	6	5.82	0.18	0.537	0.701
chr19	39660000	39680000	16156	chr19	39678374	39678875	5.99	5.83	0.17	0.537	0.701
chr3	126240000	126270000	3825	chr3	126268875	126269376	5.07	4.85	0.22	0.537	0.701
chr6	27480000	27530000	6426	chr6	27495246	27495747	4.72	4.49	0.23	0.537	0.701
chr1	234590000	234620000	1535	chr1	234618928	234619429	5.86	6	-0.14	0.537	0.701
chr8	27310000	27330000	8514	chr8	27311157	27311658	6.59	6.73	-0.14	0.537	0.701
chr15	70800000	70820000	14048	chr15	70800471	70800972	4.57	4.35	0.22	0.537	0.701
chr6	42900000	42930000	6554	chr6	42911570	42912071	5.32	5.1	0.22	0.537	0.702
chr3	53190000	53210000	3442	chr3	53195701	53196202	5.37	5.18	0.18	0.537	0.702
chr2	120510000	120550000	2347	chr2	120522489	120522990	5.11	4.91	0.2	0.538	0.702
chr12	1110000	1130000	11814	chr12	1122732	1123233	4.1	4.33	-0.22	0.538	0.702
chr1	25520000	25530000	230	chr1	25520622	25521123	4.89	5.06	-0.17	0.538	0.702
chr6	134630000	134660000	7043	chr6	134631912	134632413	4.81	4.6	0.2	0.538	0.702
chr6	29000000	29030000	6436	chr6	29016538	29017039	6.92	6.76	0.16	0.538	0.702
chr20	32500000	32530000	16451	chr20	32524594	32525095	4.68	4.41	0.28	0.538	0.702
chr3	182240000	182280000	4172	chr3	182269506	182270007	3.8	4.12	-0.32	0.538	0.702
chr4	88650000	88670000	4738	chr4	88657688	88658189	5.14	5.32	-0.18	0.538	0.702
chr15	57340000	57370000	13919	chr15	57340980	57341481	5.22	5.42	-0.2	0.538	0.702
chr21	41440000	41470000	16940	chr21	41459649	41460150	4.56	4.77	-0.21	0.538	0.702
chr9	19480000	19510000	9268	chr9	19493241	19493742	5.16	4.97	0.19	0.539	0.702
chr3	182630000	182700000	4177	chr3	182682577	182683078	7.38	7.25	0.14	0.539	0.703
chr3	72800000	72860000	3615	chr3	72848036	72848537	6.77	6.63	0.15	0.539	0.703
chr1	94840000	94860000	733	chr1	94858780	94859281	4.32	4.57	-0.25	0.539	0.703
chr7	80760000	80820000	7862	chr7	80770487	80770988	4.93	5.12	-0.2	0.539	0.703
chr14	60060000	60090000	13388	chr14	60062518	60063019	4.83	4.61	0.22	0.539	0.703
chr20	44180000	44230000	16585	chr20	44204531	44205032	5.67	5.82	-0.15	0.54	0.703
chr5	34440000	34470000	5258	chr5	34467930	34468431	4.11	3.78	0.33	0.54	0.703
chr21	29150000	29180000	16845	chr21	29170560	29171061	4.16	3.88	0.28	0.54	0.703
chr8	69530000	69560000	8751	chr8	69536712	69537213	4.33	4.55	-0.21	0.54	0.703
chr3	45640000	45670000	3369	chr3	45640801	45641302	5.96	6.1	-0.14	0.54	0.703
chr16	84610000	84640000	14753	chr16	84614106	84614607	5.13	4.89	0.25	0.54	0.704
chr20	48640000	48670000	16635	chr20	48665794	48666295	5.03	4.83	0.2	0.54	0.704
chr6	35720000	35770000	6489	chr6	35721283	35721784	5.42	5.63	-0.21	0.54	0.704
chr22	39510000	39570000	17186	chr22	39557506	39558007	5.88	5.51	0.37	0.54	0.704
chr7	111740000	111770000	8077	chr7	111750400	111750901	4.91	4.72	0.19	0.541	0.704
chr11	72830000	72850000	11397	chr11	72835659	72836160	4.85	4.63	0.22	0.541	0.704
