chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr8	9072659	9073160	501	*	5.68	5.64	5.73	-0.09	0.713	0.833	93522
chr22	31154669	31155170	501	*	4.48	4.54	4.4	0.14	0.713	0.833	93524
chr15	59249663	59250164	501	*	4.67	4.6	4.76	-0.15	0.713	0.833	93526
chr1	154186193	154186694	501	*	5.11	5.06	5.17	-0.12	0.713	0.833	93530
chr10	69251069	69251570	501	*	4.63	4.56	4.71	-0.15	0.713	0.833	93531
chr4	16043306	16043807	501	*	4.86	4.9	4.81	0.09	0.713	0.833	93532
chr15	98759941	98760442	501	*	4.16	4.21	4.09	0.12	0.713	0.833	93534
chr6	46098542	46099393	851	*	5.12	5.17	5.06	0.11	0.713	0.833	93536
chr5	61385669	61386170	501	*	4.91	4.86	4.98	-0.12	0.713	0.833	93537
chr9	21813484	21813985	501	*	5.49	5.44	5.54	-0.1	0.713	0.833	93541
chr16	72962728	72963229	501	*	6.24	6.29	6.18	0.1	0.713	0.833	93543
chr1	67557497	67557998	501	*	4.5	4.43	4.58	-0.15	0.713	0.833	93545
chr3	25599325	25599826	501	*	4.33	4.26	4.42	-0.16	0.713	0.833	93546
chr14	61639172	61639673	501	*	4.31	4.25	4.38	-0.13	0.713	0.833	93549
chr6	151013865	151014366	501	*	4.57	4.63	4.49	0.14	0.713	0.833	93550
chrX	69538366	69538867	501	*	5.73	5.68	5.78	-0.1	0.713	0.833	93556
chr1	59968201	59968702	501	*	4.74	4.68	4.81	-0.13	0.713	0.833	93561
chr2	47264889	47265390	501	*	6.24	6.28	6.19	0.09	0.713	0.833	93564
chr17	64740999	64741500	501	*	5.28	5.33	5.21	0.12	0.713	0.833	93565
chr1	203337065	203337566	501	*	4.13	4.18	4.05	0.13	0.714	0.833	93569
chr19	5577993	5578494	501	*	6.86	6.82	6.91	-0.09	0.714	0.833	93571
chr16	31455499	31456000	501	*	4.65	4.71	4.57	0.14	0.714	0.833	93572
chr13	46181336	46181837	501	*	4.41	4.31	4.52	-0.21	0.714	0.833	93579
chr9	16721265	16721766	501	*	4.38	4.46	4.29	0.17	0.714	0.833	93582
chr7	28926751	28927252	501	*	5.94	5.98	5.89	0.09	0.714	0.834	93584
chr19	2636149	2636650	501	*	4.98	4.93	5.04	-0.11	0.714	0.834	93586
chr3	16178252	16178753	501	*	4.63	4.57	4.69	-0.12	0.714	0.834	93588
chr15	59247423	59247924	501	*	4.34	4.28	4.42	-0.14	0.714	0.834	93598
chr3	71464371	71464872	501	*	4.92	4.97	4.86	0.11	0.714	0.834	93599
chr12	92133868	92134369	501	*	5.06	5.1	5.01	0.09	0.714	0.834	93601
chr9	137049019	137049520	501	*	5.45	5.52	5.37	0.15	0.714	0.834	93604
chr9	14107425	14107926	501	*	4.5	4.42	4.59	-0.18	0.714	0.834	93611
chr1	10815058	10815559	501	*	7.13	7.09	7.17	-0.08	0.715	0.834	93616
chr1	19448444	19448945	501	*	6.01	5.97	6.06	-0.09	0.715	0.834	93619
chr6	14924512	14925013	501	*	4.92	4.97	4.85	0.12	0.715	0.834	93620
chr1	21638844	21639345	501	*	6.64	6.6	6.7	-0.1	0.715	0.834	93621
chr11	121302504	121303005	501	*	5.35	5.39	5.31	0.09	0.715	0.834	93622
chr6	153048333	153048834	501	*	4.02	4.11	3.91	0.2	0.715	0.834	93623
chr9	84139398	84139899	501	*	5.43	5.39	5.47	-0.08	0.715	0.834	93624
chr3	115701178	115701679	501	*	4.46	4.53	4.37	0.16	0.715	0.834	93627
chr10	93495965	93496466	501	*	6.2	6.23	6.14	0.09	0.715	0.834	93628
chr11	10187155	10187656	501	*	4.71	4.64	4.79	-0.15	0.715	0.834	93629
chr17	1511794	1512295	501	*	5.07	5.11	5.01	0.1	0.715	0.834	93630
chr15	59174678	59175179	501	*	6.09	6.13	6.04	0.09	0.715	0.834	93633
chr19	47445917	47446418	501	*	5.33	5.39	5.27	0.12	0.715	0.834	93637
chr3	71226288	71226789	501	*	5.56	5.51	5.63	-0.12	0.715	0.834	93638
chr3	183490326	183490827	501	*	6.16	6.12	6.22	-0.1	0.715	0.834	93639
chr1	219309921	219310422	501	*	5.3	5.34	5.25	0.09	0.715	0.834	93642
chr17	28854894	28855395	501	*	7.05	7.08	7.01	0.07	0.715	0.834	93646
chr2	7024382	7024883	501	*	5.2	5.25	5.12	0.14	0.715	0.834	93647
chr20	38064137	38064638	501	*	4.8	4.87	4.7	0.17	0.715	0.834	93648
chr1	15735824	15736671	847	*	5.25	5.35	5.11	0.24	0.715	0.834	93651
chr20	8790252	8790753	501	*	4.83	4.69	4.99	-0.31	0.715	0.834	93655
chr8	73310299	73310800	501	*	4.49	4.56	4.41	0.15	0.716	0.835	93663
chr10	79182365	79182866	501	*	4.87	4.81	4.94	-0.13	0.716	0.835	93667
chr6	137261004	137261505	501	*	6.08	6.11	6.03	0.08	0.716	0.835	93670
chr17	40901572	40902073	501	*	5.33	5.39	5.25	0.14	0.716	0.835	93671
chr2	37656283	37656784	501	*	5.02	5.06	4.97	0.1	0.716	0.835	93675
chr22	17167367	17167868	501	*	5.18	5.24	5.1	0.14	0.716	0.835	93677
chr12	53197748	53198249	501	*	5.88	5.93	5.81	0.12	0.716	0.835	93682
chr7	38908692	38909193	501	*	7.02	7.05	6.97	0.08	0.716	0.835	93686
chr1	224142504	224143005	501	*	5.4	5.34	5.47	-0.12	0.716	0.835	93691
chr18	9803908	9804409	501	*	6.86	6.9	6.8	0.1	0.716	0.835	93692
chr3	188220639	188221140	501	*	5.77	5.72	5.83	-0.12	0.716	0.835	93693
chr10	109892914	109893415	501	*	4.45	4.52	4.37	0.14	0.716	0.835	93695
chr2	235026974	235027475	501	*	6.35	6.4	6.29	0.11	0.716	0.835	93696
chr10	24360186	24360687	501	*	4.54	4.6	4.47	0.12	0.716	0.835	93698
chr5	141712836	141713337	501	*	5.09	5.13	5.03	0.11	0.716	0.835	93704
chr10	128868020	128868521	501	*	4.59	4.52	4.67	-0.15	0.716	0.835	93705
chr3	53110225	53110726	501	*	4.26	4.32	4.17	0.16	0.716	0.835	93708
chr3	188520190	188520691	501	*	4.61	4.69	4.51	0.17	0.716	0.835	93711
chr4	75940198	75940699	501	*	7.36	7.4	7.31	0.08	0.716	0.835	93712
chr11	5808651	5809152	501	*	5.48	5.53	5.41	0.12	0.716	0.835	93713
chr7	50676810	50677311	501	*	5.36	5.31	5.43	-0.12	0.716	0.835	93714
chr20	37944812	37945313	501	*	5.86	5.91	5.81	0.1	0.717	0.835	93715
chr18	6747826	6748327	501	*	4.46	4.37	4.55	-0.18	0.717	0.835	93718
chr8	102616987	102617488	501	*	4.9	4.85	4.96	-0.11	0.717	0.835	93719
chr10	3951937	3952438	501	*	4.45	4.5	4.37	0.13	0.717	0.836	93732
chr11	116276567	116277068	501	*	5.9	5.85	5.96	-0.12	0.717	0.836	93744
chr3	100045788	100046289	501	*	5.54	5.58	5.48	0.1	0.717	0.836	93745
chr1	15741460	15741961	501	*	5.27	5.22	5.34	-0.12	0.717	0.836	93747
chr10	4766550	4767051	501	*	4.62	4.57	4.68	-0.11	0.717	0.836	93748
chr16	9097399	9097900	501	*	4.82	4.88	4.75	0.13	0.717	0.836	93749
chr5	60265103	60265604	501	*	4.91	4.84	4.99	-0.15	0.717	0.836	93750
chr17	55305651	55306152	501	*	5.76	5.7	5.84	-0.14	0.717	0.836	93752
chr6	26198185	26198686	501	*	6.96	6.91	7.02	-0.11	0.717	0.836	93756
chr13	36297587	36298088	501	*	7.41	7.48	7.32	0.16	0.717	0.836	93759
chr8	47519278	47519779	501	*	5.08	5.03	5.14	-0.11	0.717	0.836	93762
chr15	69478532	69479033	501	*	5.41	5.37	5.46	-0.09	0.717	0.836	93764
chr16	48526617	48527118	501	*	5.44	5.48	5.39	0.1	0.717	0.836	93765
chr3	56974649	56975150	501	*	4.54	4.47	4.61	-0.15	0.718	0.836	93770
chr9	121374567	121375068	501	*	3.88	3.78	3.99	-0.21	0.718	0.836	93776
chr11	108223068	108223569	501	*	7.28	7.31	7.23	0.08	0.718	0.836	93778
chr2	10835097	10835598	501	*	5.28	5.35	5.2	0.15	0.718	0.836	93779
chr20	53866576	53867077	501	*	7.15	7.18	7.11	0.06	0.718	0.836	93780
chr3	52144020	52144521	501	*	5.06	5.1	4.99	0.11	0.718	0.836	93781
chr3	37967084	37967585	501	*	5.14	5.2	5.07	0.12	0.718	0.836	93782
chr1	93622206	93622707	501	*	5.09	5.13	5.04	0.09	0.718	0.836	93784
chr2	152167149	152167650	501	*	5.38	5.33	5.45	-0.12	0.718	0.836	93786
chr17	68386159	68386660	501	*	6.84	6.87	6.8	0.07	0.718	0.836	93788
chr6	84227307	84227808	501	*	6.68	6.71	6.64	0.07	0.718	0.836	93789
chr2	226673293	226673794	501	*	5.25	5.2	5.31	-0.1	0.718	0.836	93791
chr12	8692394	8692895	501	*	4.64	4.7	4.58	0.12	0.718	0.836	93793
chr2	177257038	177257539	501	*	4.66	4.62	4.71	-0.09	0.718	0.836	93795
chr3	158913155	158913656	501	*	4.67	4.71	4.61	0.1	0.718	0.836	93798
chr10	93482022	93482523	501	*	7.16	7.19	7.13	0.07	0.718	0.836	93803
chr17	7306724	7307225	501	*	7.42	7.39	7.46	-0.07	0.718	0.836	93809
chr12	76082886	76083387	501	*	4.91	4.86	4.97	-0.11	0.718	0.836	93810
chr1	54290291	54290792	501	*	6.01	6.05	5.96	0.08	0.718	0.836	93815
chr15	58630763	58631264	501	*	4.74	4.69	4.8	-0.11	0.718	0.837	93817
chr3	56593711	56594212	501	*	4.75	4.69	4.82	-0.12	0.718	0.837	93822
chr7	50707084	50708031	947	*	5.45	5.5	5.39	0.1	0.719	0.837	93824
chr14	89298638	89299139	501	*	5.64	5.6	5.7	-0.11	0.719	0.837	93826
chr7	330752	331253	501	*	5.22	5.17	5.28	-0.1	0.719	0.837	93828
chr7	140315866	140316367	501	*	6.73	6.76	6.69	0.08	0.719	0.837	93831
chr9	137028383	137028884	501	*	6.98	7.03	6.92	0.11	0.719	0.837	93832
chr1	149937277	149937778	501	*	5.61	5.57	5.66	-0.1	0.719	0.837	93834
chr6	3410597	3411098	501	*	4.97	4.92	5.03	-0.11	0.719	0.837	93836
chr3	51985095	51985596	501	*	4.64	4.69	4.57	0.12	0.719	0.837	93838
chr4	26083290	26083791	501	*	5.57	5.53	5.63	-0.1	0.719	0.837	93840
chr3	149354544	149355045	501	*	4.32	4.38	4.24	0.15	0.719	0.837	93841
chr9	91713556	91714057	501	*	4.54	4.47	4.62	-0.15	0.719	0.837	93850
chr19	19366724	19367225	501	*	5.73	5.69	5.77	-0.08	0.719	0.837	93851
chr7	76178230	76178731	501	*	5.56	5.52	5.61	-0.09	0.719	0.837	93855
chr7	69422625	69423126	501	*	4.97	4.92	5.03	-0.1	0.719	0.837	93856
chr20	32509714	32510215	501	*	4.78	4.84	4.71	0.12	0.719	0.837	93862
chr2	239959432	239959933	501	*	4.6	4.66	4.52	0.14	0.719	0.837	93863
chr8	125125477	125125978	501	*	5.29	5.24	5.34	-0.1	0.719	0.837	93864
chr7	529879	530380	501	*	5.46	5.56	5.32	0.25	0.719	0.837	93867
chr10	63201933	63202434	501	*	5.37	5.33	5.43	-0.11	0.719	0.837	93868
chr17	69390575	69391076	501	*	5.99	5.95	6.04	-0.09	0.719	0.837	93869
chr18	35025948	35026449	501	*	5.54	5.58	5.49	0.09	0.719	0.837	93871
chr15	69489149	69489650	501	*	5.46	5.42	5.51	-0.09	0.719	0.837	93872
chr21	32279084	32279585	501	*	6.88	6.91	6.84	0.07	0.719	0.837	93873
chr6	45480872	45481373	501	*	4.86	4.92	4.8	0.12	0.719	0.837	93875
chr17	28908358	28908859	501	*	5.59	5.64	5.54	0.1	0.719	0.837	93876
chr7	73879289	73880142	853	*	5.5	5.45	5.55	-0.1	0.719	0.837	93877
chr8	125427090	125427591	501	*	6.04	6.09	5.98	0.11	0.719	0.837	93879
chr16	2331444	2331945	501	*	4.68	4.74	4.6	0.14	0.72	0.837	93884
chr6	137309385	137309886	501	*	6.5	6.46	6.54	-0.08	0.72	0.837	93889
chr16	69171293	69171794	501	*	4.95	4.9	5.02	-0.12	0.72	0.837	93890
chr1	175152166	175152667	501	*	4.72	4.67	4.79	-0.12	0.72	0.837	93891
chr1	27606001	27606502	501	*	4.82	4.77	4.88	-0.1	0.72	0.837	93902
chr21	44295272	44295773	501	*	5.05	5.1	4.98	0.12	0.72	0.838	93908
chr9	76794215	76794716	501	*	6.36	6.33	6.41	-0.08	0.72	0.838	93911
chr12	32661278	32661779	501	*	4.28	4.35	4.19	0.16	0.72	0.838	93915
chr2	205665384	205665885	501	*	5	5.06	4.92	0.14	0.72	0.838	93916
chr20	37670435	37670936	501	*	5.43	5.38	5.5	-0.12	0.72	0.838	93918
chr3	58177756	58178257	501	*	6.8	6.83	6.75	0.09	0.72	0.838	93919
chr3	177190925	177191426	501	*	5.39	5.35	5.44	-0.09	0.72	0.838	93921
chr18	62584205	62584706	501	*	5.07	5.02	5.14	-0.11	0.72	0.838	93924
chr2	189762601	189763102	501	*	7.16	7.19	7.12	0.07	0.72	0.838	93926
chr11	12536348	12536849	501	*	5.05	4.99	5.12	-0.13	0.72	0.838	93933
chr1	146001661	146002162	501	*	5.56	5.59	5.51	0.09	0.72	0.838	93934
chr10	118254318	118254819	501	*	4.54	4.45	4.65	-0.2	0.72	0.838	93939
chr1	225777419	225777920	501	*	6.84	6.87	6.8	0.07	0.721	0.838	93942
chr12	113965823	113966324	501	*	6.85	6.82	6.89	-0.06	0.721	0.838	93955
chr12	1588603	1589104	501	*	5.61	5.58	5.66	-0.08	0.721	0.838	93958
chr7	106279793	106280294	501	*	4.7	4.76	4.62	0.13	0.721	0.838	93964
chr5	142753471	142753972	501	*	6.05	6.08	6	0.07	0.721	0.838	93965
chr12	54358730	54359231	501	*	7.47	7.44	7.5	-0.06	0.721	0.838	93967
chr13	50148753	50149254	501	*	4.7	4.64	4.78	-0.13	0.721	0.838	93971
chr21	16194799	16195300	501	*	4.83	4.77	4.9	-0.12	0.721	0.838	93973
chr18	59048321	59048822	501	*	5.56	5.52	5.61	-0.09	0.721	0.838	93976
chr5	55680314	55680815	501	*	5.45	5.4	5.5	-0.1	0.721	0.839	93977
chr9	135980902	135981403	501	*	5.02	5.08	4.94	0.13	0.721	0.839	93978
chr2	100958297	100958798	501	*	6.53	6.48	6.59	-0.11	0.722	0.839	93985
chr4	140027150	140027651	501	*	4.19	4.1	4.3	-0.2	0.722	0.839	93986
chr13	44878917	44879418	501	*	5.35	5.29	5.42	-0.13	0.722	0.839	93988
chr1	112388609	112389110	501	*	4.42	4.5	4.31	0.19	0.722	0.839	93991
chr19	41439518	41440019	501	*	7.18	7.21	7.14	0.07	0.722	0.839	93995
chr17	37802680	37803181	501	*	5.21	5.25	5.16	0.09	0.722	0.839	93997
chr5	1380241	1380742	501	*	5.57	5.63	5.5	0.14	0.722	0.839	93999
chr1	15820487	15820988	501	*	4.56	4.51	4.63	-0.12	0.722	0.839	94004
chr6	6682149	6682650	501	*	4.49	4.43	4.55	-0.12	0.722	0.839	94006
chr11	117929050	117929551	501	*	6.04	6	6.09	-0.09	0.722	0.839	94009
chr12	59113959	59114460	501	*	4.57	4.52	4.64	-0.12	0.722	0.839	94012
chr10	6192185	6192686	501	*	5.19	5.15	5.24	-0.09	0.722	0.839	94014
chr13	23378402	23378903	501	*	4.74	4.79	4.68	0.11	0.722	0.839	94015
chr1	59044871	59045372	501	*	4.71	4.65	4.79	-0.15	0.722	0.839	94016
chr13	49606804	49607305	501	*	5.98	6.01	5.93	0.08	0.722	0.839	94021
chr7	6160182	6160683	501	*	4.81	4.86	4.74	0.13	0.722	0.839	94023
chr13	114226031	114226532	501	*	4.51	4.44	4.58	-0.14	0.722	0.839	94031
chr4	119040570	119041071	501	*	5.18	5.23	5.12	0.11	0.722	0.839	94032
chr13	107866698	107867199	501	*	5.75	5.64	5.87	-0.23	0.722	0.839	94042
chr16	65929	66430	501	*	5.26	5.31	5.21	0.1	0.723	0.839	94044
chr9	35519194	35519695	501	*	6.39	6.43	6.34	0.09	0.723	0.839	94049
chr3	143884641	143885142	501	*	4.49	4.43	4.56	-0.13	0.723	0.839	94058
chr11	33161058	33161559	501	*	7.34	7.37	7.3	0.07	0.723	0.839	94064
chr19	19022603	19023104	501	*	4.82	4.77	4.87	-0.1	0.723	0.84	94072
chr4	82284856	82285357	501	*	6.08	6.11	6.03	0.09	0.723	0.84	94073
chr6	52015987	52016488	501	*	4.73	4.78	4.67	0.11	0.723	0.84	94074
chr2	36492540	36493041	501	*	4.05	3.96	4.15	-0.19	0.723	0.84	94078
chr10	62031651	62032152	501	*	4.95	5.01	4.88	0.12	0.723	0.84	94080
chr20	62605610	62606111	501	*	5.51	5.56	5.45	0.12	0.723	0.84	94084
chr4	185109064	185109565	501	*	4.18	4.11	4.27	-0.16	0.723	0.84	94086
chr6	129498808	129499309	501	*	5.22	5.27	5.16	0.1	0.723	0.84	94089
chr1	39358469	39358970	501	*	5.18	5.13	5.25	-0.12	0.723	0.84	94091
chr9	84135568	84136069	501	*	5.44	5.4	5.49	-0.1	0.723	0.84	94092
chr19	2956764	2957265	501	*	4.26	4.33	4.18	0.15	0.723	0.84	94093
chr7	139696837	139697338	501	*	5.97	6.01	5.93	0.08	0.723	0.84	94095
chr6	32979732	32980233	501	*	4.58	4.63	4.51	0.12	0.723	0.84	94096
chr12	121175749	121176250	501	*	4.61	4.55	4.68	-0.13	0.723	0.84	94098
chr15	90645682	90646183	501	*	4.6	4.66	4.52	0.14	0.723	0.84	94100
chr11	93539706	93540207	501	*	4.96	4.91	5.03	-0.12	0.724	0.84	94105
chr5	119327114	119327615	501	*	5.32	5.27	5.38	-0.1	0.724	0.84	94108
chr15	62570504	62571005	501	*	5.01	4.95	5.09	-0.14	0.724	0.84	94110
chr14	61451460	61451961	501	*	4.16	4.22	4.08	0.15	0.724	0.84	94111
chr4	38064135	38064636	501	*	4.81	4.75	4.88	-0.13	0.724	0.84	94118
chr15	70494592	70495093	501	*	4.74	4.69	4.8	-0.11	0.724	0.84	94121
chr19	4471152	4471653	501	*	7.06	7.09	7.03	0.06	0.724	0.84	94129
chr3	72304074	72304575	501	*	5.31	5.25	5.37	-0.11	0.724	0.84	94133
chr10	103243737	103244238	501	*	4.74	4.68	4.81	-0.13	0.724	0.84	94135
chr20	32326104	32326605	501	*	6.32	6.28	6.37	-0.09	0.724	0.84	94138
chr13	44566917	44567418	501	*	5.31	5.35	5.26	0.09	0.724	0.84	94142
chr2	192195623	192196124	501	*	6.67	6.72	6.62	0.1	0.724	0.84	94143
chr2	73899833	73900334	501	*	4.67	4.6	4.75	-0.15	0.724	0.84	94145
chr7	71131602	71132103	501	*	7.13	7.18	7.08	0.1	0.724	0.84	94146
chr15	69059177	69059678	501	*	4.95	5.01	4.88	0.13	0.724	0.84	94148
chr15	94119271	94119772	501	*	5.79	5.75	5.85	-0.09	0.724	0.841	94151
chr11	15568485	15568986	501	*	4.02	4.11	3.9	0.21	0.724	0.841	94152
chr15	60362201	60362702	501	*	4.87	4.93	4.8	0.13	0.724	0.841	94154
chr1	25601822	25602323	501	*	4.47	4.4	4.54	-0.14	0.725	0.841	94165
chr7	30475265	30475766	501	*	4.36	4.42	4.28	0.14	0.725	0.841	94173
chr6	34023842	34024343	501	*	4.29	4.19	4.4	-0.2	0.725	0.841	94179
chr15	70361123	70361624	501	*	4.3	4.22	4.4	-0.18	0.725	0.841	94180
chr10	131875202	131875703	501	*	4.9	4.96	4.81	0.15	0.725	0.841	94181
chr3	101827599	101828100	501	*	7.65	7.62	7.69	-0.07	0.725	0.841	94182
chr15	45796750	45797251	501	*	5.39	5.32	5.47	-0.16	0.725	0.841	94185
chr11	108124052	108124553	501	*	5.66	5.71	5.59	0.12	0.725	0.841	94187
chr21	43352954	43353455	501	*	4.93	4.87	4.99	-0.12	0.725	0.841	94189
chr10	112507578	112508079	501	*	5	5.05	4.94	0.11	0.725	0.841	94191
chr12	52980114	52980615	501	*	4.01	3.91	4.13	-0.22	0.725	0.841	94199
chr9	92332405	92332906	501	*	4.08	4.16	3.99	0.17	0.725	0.841	94200
chr2	29314733	29315234	501	*	5.1	5.06	5.14	-0.09	0.725	0.841	94204
chr3	182606258	182606759	501	*	4.55	4.61	4.48	0.13	0.725	0.841	94206
chr19	5023180	5023681	501	*	7.01	7.04	6.97	0.07	0.726	0.841	94209
chr3	149279036	149279537	501	*	6.39	6.34	6.44	-0.09	0.726	0.841	94214
chr16	72964750	72965251	501	*	4.8	4.86	4.72	0.15	0.726	0.841	94215
chr17	82552262	82552763	501	*	4.76	4.7	4.82	-0.12	0.726	0.841	94218
chr12	45733909	45734410	501	*	4.58	4.53	4.64	-0.11	0.726	0.841	94220
chr9	16203195	16203696	501	*	5.04	5.08	4.99	0.09	0.726	0.841	94222
chr3	129245482	129245983	501	*	6.05	6.08	6	0.08	0.726	0.842	94225
chr14	68293334	68293835	501	*	4.47	4.52	4.39	0.14	0.726	0.842	94228
chr10	119716050	119716551	501	*	4.24	4.31	4.15	0.16	0.726	0.842	94232
chr13	45391034	45391535	501	*	0.12	0.26	-0.07	0.32	0.726	0.842	94233
chr10	69408936	69409437	501	*	6.76	6.8	6.72	0.08	0.726	0.842	94238
chr3	156535601	156536102	501	*	5.34	5.29	5.39	-0.1	0.726	0.842	94241
chr9	123349605	123350106	501	*	5.73	5.78	5.67	0.11	0.726	0.842	94242
chr11	58525252	58525753	501	*	4.21	4.27	4.13	0.14	0.726	0.842	94246
chr20	53846746	53847247	501	*	5.08	5.04	5.14	-0.1	0.726	0.842	94247
chr8	140478198	140478699	501	*	4.52	4.57	4.45	0.12	0.726	0.842	94248
chr1	164611617	164612118	501	*	6.31	6.34	6.26	0.08	0.726	0.842	94250
chr2	129934016	129934517	501	*	6.21	6.25	6.15	0.1	0.726	0.842	94251
chr21	38824239	38824740	501	*	4.87	4.92	4.79	0.13	0.726	0.842	94254
chr8	100177692	100178193	501	*	4.02	4.11	3.91	0.2	0.726	0.842	94258
chr17	42322939	42323440	501	*	4.95	4.99	4.9	0.09	0.727	0.842	94265
chr2	33372518	33373019	501	*	4.01	4.07	3.93	0.14	0.727	0.842	94266
chr15	59158934	59159435	501	*	6.77	6.81	6.71	0.1	0.727	0.842	94268
chr5	139389158	139389659	501	*	6.87	6.91	6.81	0.1	0.727	0.842	94277
chr7	16979013	16979514	501	*	4.92	4.99	4.83	0.16	0.727	0.842	94278
chr5	134280008	134280509	501	*	5.12	5.08	5.16	-0.08	0.727	0.842	94280
chr8	100536322	100536823	501	*	5.19	5.25	5.11	0.13	0.727	0.842	94283
chr11	1514983	1515484	501	*	6.07	6.11	6.02	0.09	0.727	0.842	94285
chr11	116193246	116193747	501	*	7.42	7.38	7.46	-0.08	0.727	0.842	94286
chr9	88076675	88077176	501	*	6.91	6.95	6.86	0.09	0.727	0.842	94287
chr19	50368678	50369179	501	*	6.58	6.61	6.54	0.07	0.727	0.842	94289
chr12	92243293	92243794	501	*	4.64	4.69	4.57	0.11	0.727	0.842	94290
chr3	56992440	56992941	501	*	4.75	4.8	4.68	0.12	0.727	0.842	94291
chr6	137872588	137873089	501	*	4.33	4.25	4.41	-0.16	0.727	0.843	94297
chr3	53302456	53302957	501	*	4.57	4.51	4.65	-0.13	0.727	0.843	94298
chr1	38818298	38818799	501	*	6.41	6.45	6.35	0.09	0.727	0.843	94300
chr3	161416230	161416731	501	*	6.82	6.86	6.78	0.08	0.727	0.843	94302
chr5	2509605	2510106	501	*	4.55	4.5	4.62	-0.12	0.727	0.843	94304
chr1	36187846	36188347	501	*	6.92	6.95	6.89	0.06	0.727	0.843	94305
chr8	18556072	18556573	501	*	5.69	5.64	5.76	-0.11	0.728	0.843	94312
chr16	24987046	24987547	501	*	5.25	5.2	5.3	-0.09	0.728	0.843	94314
chr5	140363251	140363752	501	*	6.32	6.35	6.27	0.08	0.728	0.843	94315
chr15	85486753	85487254	501	*	4.97	5.01	4.9	0.11	0.728	0.843	94316
chr12	104201370	104201871	501	*	4.66	4.6	4.73	-0.13	0.728	0.843	94319
chr11	77088262	77088763	501	*	5.95	5.89	6.02	-0.13	0.728	0.843	94320
chr13	40479276	40479777	501	*	5.65	5.61	5.7	-0.09	0.728	0.843	94321
chr7	30162485	30162986	501	*	4.72	4.78	4.63	0.15	0.728	0.843	94323
chr3	195111108	195111609	501	*	6.82	6.86	6.78	0.08	0.728	0.843	94329
chr10	5779661	5780162	501	*	4.4	4.35	4.47	-0.12	0.728	0.843	94330
chr12	110025722	110026223	501	*	4.62	4.68	4.53	0.15	0.728	0.843	94331
chr8	122588041	122588542	501	*	4.6	4.67	4.51	0.16	0.728	0.843	94339
chr2	241876598	241877099	501	*	4.77	4.83	4.69	0.13	0.728	0.843	94345
chr3	140719682	140720183	501	*	4.94	4.9	5	-0.1	0.728	0.843	94347
chr5	119424896	119425397	501	*	4.48	4.55	4.38	0.18	0.728	0.843	94348
chr17	73639429	73639930	501	*	5.02	4.97	5.08	-0.11	0.728	0.843	94349
chr17	72521115	72521616	501	*	5.09	5.04	5.16	-0.12	0.728	0.843	94353
chr3	56977124	56977625	501	*	4.84	4.89	4.77	0.12	0.728	0.843	94355
chr13	50075491	50076491	1000	*	5	4.95	5.06	-0.11	0.729	0.844	94362
chr16	54644971	54645472	501	*	5.2	5.15	5.26	-0.11	0.729	0.844	94363
chr17	72528353	72528854	501	*	4.6	4.65	4.54	0.11	0.729	0.844	94364
chr10	62095278	62095779	501	*	5.17	5.22	5.1	0.12	0.729	0.844	94367
chr4	76202215	76202716	501	*	4.87	4.81	4.94	-0.13	0.729	0.844	94370
chr9	89862775	89863276	501	*	5.83	5.87	5.78	0.09	0.729	0.844	94371
chr11	118195242	118195743	501	*	5.29	5.33	5.24	0.09	0.729	0.844	94372
chr7	23844876	23845377	501	*	4.58	4.51	4.66	-0.15	0.729	0.844	94374
chr4	118759511	118760012	501	*	4.86	4.9	4.8	0.11	0.729	0.844	94376
chr8	48303580	48304081	501	*	4.2	4.13	4.29	-0.16	0.729	0.844	94377
chr16	1774841	1775342	501	*	4.6	4.66	4.54	0.12	0.729	0.844	94378
chr1	174990514	174991015	501	*	6.88	6.84	6.92	-0.08	0.729	0.844	94381
chr1	59687742	59688243	501	*	4.63	4.68	4.57	0.1	0.729	0.844	94383
chr14	104143519	104144020	501	*	4.72	4.78	4.63	0.14	0.729	0.844	94385
chr12	110613981	110614482	501	*	7.23	7.26	7.19	0.07	0.729	0.844	94386
chr3	177035498	177035999	501	*	5.06	5.01	5.13	-0.12	0.729	0.844	94388
chr9	91211990	91212491	501	*	5.69	5.64	5.75	-0.11	0.729	0.844	94389
chr12	953036	953537	501	*	6.07	6.03	6.12	-0.09	0.729	0.844	94393
chr12	25434985	25435486	501	*	3.92	3.83	4.03	-0.2	0.729	0.844	94394
chr2	41698728	41699229	501	*	5.57	5.51	5.65	-0.13	0.729	0.844	94395
chr2	72862240	72862741	501	*	4.77	4.72	4.83	-0.11	0.729	0.844	94401
chr16	85821137	85821638	501	*	4.68	4.75	4.58	0.17	0.729	0.844	94404
chr6	144288775	144289276	501	*	5.05	5.1	4.99	0.1	0.729	0.844	94412
chr17	48611898	48612399	501	*	4.92	4.99	4.83	0.15	0.73	0.844	94417
chr21	38754010	38754511	501	*	4.4	4.47	4.3	0.17	0.73	0.844	94419
chr13	51770230	51770731	501	*	5.59	5.64	5.53	0.11	0.73	0.844	94420
chr1	25506422	25506923	501	*	4.23	4.17	4.3	-0.14	0.73	0.844	94422
chr10	70833918	70834419	501	*	4.71	4.77	4.64	0.13	0.73	0.844	94425
